SPEC_NUMBER,SK_NUMBER,AMENDMENT_NO,DRG._NUMBER,QUANTITY,ITEM_NUMBER,ALT_NUMBER,REV_NUMBER,DRAWING_ATTACHED,OTHER_SPECIFICATION,REST_DATA
,,,Drg.No.WD-92081-,,,Alt.1 ,,No,RDSO 54 condition 1 Warranty 12 supply 2 supplied 3 consignee 4 ,Double acting air cylinder door operating mechanism BOBRN Wagons per Terms months date Manual To Shall seal pack jointly opened tested presence new instrument case repairable warranty period 
,,,,,,,,No,size 24 x 36 inches 40 ,Polythene garbage cover inches microns thickness specification per CPCB APPCB guide lines 
,,,Drg No.CONTR-9404-,,"Item Nos 4,5 6 7 ",Alt.12 ,,No,wagon 15 ,Liner set sider bearer BLC latest 
,,,,,,,,No,SIZE 916 IS 3748 IS 90 HARDNESS 50 HARDNESS 55 ,TARE TIE ROD GAUGE BILL WAGON MATERIAL TOOL STEEL TO 
,,,,,,,,Yes,,Zero Friction Mono Rail System As per enclosed specification terms condition drawing 
,,,DRG NO.DMU/DPC-O-3-009 ,,,ALT-f ,,No,DEMU 700 ,BOGIE FRAME ARRANGEMENT FOR COACHES TO 
,,,,,,,,No,,Integrated Test Bench Air Spring Suspension Control Equipment Leveling valve Duplex check valve As Per enclosed specification 
,,,,,,,,No,,Integrated Test Bench Air Spring Suspension Control Equipment Leveling valve Duplex check valve As Per enclosed specification 
,,,DRG NO ICF/STD-6-3-018 ,,,,,No,,TOILET DOOR RUBBER STOPPER AS PER 
,,,,,,,,No,similar 1 No 780268900 ,Reducing valve double check valve assembly BLC wagons Specification As per faiveley part 
,,,,,,,,No,DX 600 Specification 600 voltage 230 volt 50 c. 3 ,Mixer grinder equivalent model stallion Kenstar equivalent 600 working jars stainless steel blades Make Kenstar philips usha lexus 
,,,,,,,,No,size 15 cat 130 No 100 model .55 ,PTMT piller cock foam flow type Italian series Make PRAYAG BLUES WATERFALL model Blues model 
,,,,,,,,Yes,consisting 04 ,Clamping arrangement Securing Air Brake Pipes Bogie Frame items per detailed part list drawing numbers mentioned overleaf 
,,,Drg No FC-6-3-055 ,,,Alt-p/43 ,,No,Bracket 3.15 Bracket 30 Bracket 259 Item 8 ,Galvd clamping flush pipes ICF 
,,,Drg.No.W/DW-297 ,,,ALT.1 ,,No,,Flap Door Chainless cotter BOXNHL wagon RDSO 
,,,,,,,,No,model .1920 ,steam iron box Philips make Philips Bajaj USHA lexus 
,SK-6-3-481 ,,Drg No ICF/SK-6-3-481 alt.e/nil Col-I i,,,,,No,quality 304 ICF 1 tems-1 6 6 7 ,Stainless steel Commercial mug chain rings 
,,,,,,,,No,OF 12 ,POH KIT FOR APPLICATION AND HOLDING MAGNET VALVE WSF MAKE EP BRAKE VALVE CONSISTING OF ITEMS AS PER DETAILED PART LIST MENTIONED OVERLEAF 
,,,Drg.No T-0-5-648 ,,,,,No,,Wearing plate side bearer latest 
,,,,,,,,No,size 2 x 1 x 2 bonded 25 x 4 ,Hardwood packing feet feet x 2 inch recessed ends width x strip make 
,,,,,,,,No,size 2 x 1 x 12 bonded 25 x 4 ,Hard packing feet x inch recessed ends width x strip Make wood 
,,,,,,,,No,size 2 x 1 x 1 bonded 25 x 4 ,Hard packing feet x 1 inch recessed ends width x strip Make wood 
,,,,,,,,No,"profiles 21 profiles 23 profiles 24 profiles 26 21,23,24,26 28 ",Supply fixing testing intermediate worn wheel flange thickness checking gauges CNC surface wheel lathe The detailed particulars set attached 
,,,,,,,,No,size 2 x 1 x 4 bonded 25 x 4 ,Hard packing feet x inch recessed ends width x strip Make wood 
,,,,,,,,No,size 3 x 1 x 12 bonded 25 x 4 ,Hard packing feet x inch recessed ends width x strip Make wood 
,,,,,,,,No,OF 04 ,OVERHAULING KIT FOR EMERGENCY APPLICATION VALVE WSF MAKE CONSISTING ITEMS AS PER DETAILED PART LIST attached 
,SK-K2029 ,,,,,,,No,size 1216 x 1 x 2 NOTE .4 Specification 12 inner 16 ,Male thread connector C per RDSO outer dia composite internal seal fitting similar KITEC make 
,,,Drg.No WGSCWAC-6-1-029 ,,item No 65 ,,,No,directory .7 directory .1 directory .1 page 57 57 221 ,Supply conductor Berth ICF procured RDSO Approved sources per vendor Note Offers RDSO Approved sources considered 
,,,,,,,,No,"profiles 21 profiles 23 profiles 24 profiles 26 21,23,24,26 28 mentioned 1 1 21 gauge 01 LH-01no 01 RH-01 21 gauge 01 . 01 RH-01 2 2 23 gauge 01 LH-01no 01 RH-01 23 gauge 01 . 01 RH-01 3 3 24 gauge 01 LH-01no 01 RH-01 24 gauge 01 . 01 RH-01 4 4 .26 gauge 01 LH-01no 01 RH-01 26 gauge 01 . 01 RH-01 5 5 .28 gauge 01 LH-01no 01 RH-01 28 gauge 01 . 01 ",Supply fixing testing intermediate worn wheel flange thickness checking gauges CNC surface wheel lathe The detailed particulars set flange thickness worn wheel profile 21mm flange thickness worn wheel profile checking gauge LH-01no RH-01 flange thickness worn wheel profile gauge LH-01no RH-01 23mm flange thickness worn wheel profile checking gauge LH-01no . RH-01 flange thickness worn wheel profile gauge LH-01no RH-01 24mm flange thickness worn wheel profile checking gauge LH-01no . RH-01 flange thickness worn wheel profile gauge LH-01no RH-01 flange thickness worn wheel profile checking gauge LH-01no . RH-01 flange thickness worn wheel profile gauge LH-01no RH-01 28mm flange thickness worn wheel profile checking gauge LH-01no . RH-01 
,,,DRG NO T-0-4-613.,,,,,No,II.AIT-q 10 ,BRACKET FOR ANCHOR LINK TO ICF 
,,,,,,,,No,consists 29 ,POH Kit isolating valve reducing valve WSF make Brake Valve Set Hardware Items per detailed list attached sent mail mail ID 
,,,,,,,,No,Set 08 make 1 shaft 70294 shaft 1 A70294/1- 01 No 2 No 87824 No 31 A87824/31 01 No 3 Part 701181 Part 1 No.J701181/1 01 No 4 A 70205 A 117 70205/117- 01 No 5 No.IA 70319 70319- 01 No 6 No 88617 No 1 A88617/1 01 No 7 No 88615 No 1 A88615/1 01 No 8 No 88616 No 1 A88616/1 01 ,POH kit EP brake valve Air portion hard ware WSF Washer splinded Spring friction device No No Cam Roller Part -01 No Exhaust Choke Part No 01 No Oil retaining bush valve body lower Part 01 No Insulating strip Part No 01 No Insulating base Part No -01 No Double contact Part No 01 No 
,,,,,,,,No,consisting 2 items 1 channel 2 thickness 6 length 2 ,G type door gear complete set Aluminium top amount feet 2 Sliding door fitting Ball bearing type 
,,,,,,,,No,set 22 ,POH kit Equalising discharge WSF make items per detailed part list given annexure mailed mail id 
,,,,,,,,No,No 07026 ,Horn suitable Elgi make Part equivalent 
,,,Drg.No.CG-11089 ,,,Alt.2 ,,No,valve 5 RDSO 6 ,PTFE Sealing ring ball 
,,,DRG NO ICF/STD-6-3-018 ,,,,,No,,TOILET DOOR RUBBER STOPPER AS PER 
,,,,,,,,No,aChuck 12 Szie 10 Machine 3 Mode3l 50 ,Supply Fitment Thread Chaser inches dia Lock Plate inches dia complete Thread Chaser set suitable Threading Continental Machine Tools Machine Tools Details given attachement mailed email ID likely sources 
,,,DRG NO CC 91170 ,,,ALT-F ,,No,,BATTERY BOX COMPLETE FOR MAINTENANCE FREE BATTERIES VRLA BATTERIES NPP SIDE FOR SG AC COACHES TO RCF 
,,,,,,,,No,Anabond 540 ,structural adhesive 
,,,Drg No PD/TPYS/SCR Drg No C W-99 ,,,Alt Nil ,,No,,Back rest cum berth holding bracket smooth finish chromium plated CN coaches SCR 
,,,,,,,,No,No 007027 ,Horn suitable Elgi make Part equivalent 
,,,,,,,,No,consisting 3 items 1 SS.Hex.Bolt 8 x 25 percent 2013 u2013 5.6 5.6 1364 IS:1364 1 CE 2 Nut 8 M8 2 M8 70 A2-70 1367 IS:1367 14 Part-14 1364 IS:1364 3 percent 2013 u2013 2002 2002 3 washer 8 IS 3063 IS 1994 Coating 057 ,head bolt complete tanks conventional SG Coaches SS.Hex M8 IS:1364 percent u2013 3 Spring 
,,,,,,,,No,WIDTH 48 ,SUPPLY STITCHING CURTAIN CLOTH EQUIVALENT TO GM MAKE COLLECTION DECCAN WITH HIGHLET MODEL AS PER SAMPLE AVAILABLE IN THE OFFICE OF INCHES Dimensions attached 
,,,Drg.No ICF/SR/DMU/TC/E-3-4-007 ,,,,,No,consisting 5 dia 20 length 60 chain 340 IS 6216 IS 1982 Gr.T 8 ,Chain HAND BRAKE UNIT arrangement inks link ktotal length per ICF confirming Specification IS 
,,,,,,alternator DEMU DPC suitable KEL Part No.A1006 ,,No,A 18.5 KW 6 percent 7 ,Pulley Foot mounted auxiliary Type KEL A Groove Type spares 
,,,drg.No LB 58132 ,,,Alt -Nil ,,No,,Bottom Nylon guide sliding door SLR Coaches RCF 
,,,Drg No EMU/M-0-1-008 ,,,Alt -s/6 ,,No,Item 1 ,Lower Rubber Washer Axle Box Guide Arrangement 
,,,,,,,,No,,Rain coat Polyester Nylon rubberized inside layer consisting Pant Shirt hood Colour size As per requirement consignee Make Duck back Rainbow Rastro Adidas 
,,,,,,,,No,MODEL 3550 ,FENNER POLYF V BELT similar suitable Chicago Air Compressor 
,,,Drg.No CONTR 9404-,,Item No.3 ,Alt-8 ,,No,RDSO 5 ,Center pivot liner BLC Wagon 
,SK-001 ,,Drg SSE/C W/SC/,,,,,Yes,drawing 001 ,Pad Lock one time lock made hard plastic moulded rectangular cuboid internal permanent locking arrangement steel rod per 
,,,,,,,,Yes,CG 10063 IS 8500 8500 1991 Fe 540 ,MODIFIED RESTRICTOR ON CBC FOR SLR AS PER RDSO DRAWING NO MATERIAL Gr 
,,,,qty Supply To procured authorized dealers ,,,,No,NPG 59 IR 2002 first 03 ,Toner cartridge suitable canon printer Toner canon Copiers Similar Note Delivery phased Manner No Supply five months Balance 
,,,,,,,,No,capacity 03 length 1.8 ratio 5 ratio 1 ,Polyster heavy duty Road endless sling tones meters anti abrasive cover along OEMs test certificate Make Slingset Samson Ferre terro Spanset 
,,,Drg No ICF/MRVC/D-0-3-001 ,,,alt-1 ,,No,Coaches 180 Coaches 150 ICF 1 ,Bogie frame arrangement EMU Trailer KN Air spring 
,,,,,,Alt B ,,Yes,LW 76012 ,Diffuser complete FTL fitting LHB coaches RCF Drawing 
,,,,,,,,No,Modal .1500 Specifications 1 W 1500 D 750 H 728 728mm 2 contain 03 facility 3 ,Office Table Similar Godrej Make CPU Nilkamal Featherlite Dimensions Width b Depth Height Table Should Provided Wooden modesty panel b Slots top frame passage c. A CPU hanger Should drawer unit lock ADC required 
,,,,,,,,No,Hoist 7.5 No 4 M 1 Hoist 1 operation 2 drum 3 coupling 4 sensor 5 guide 6 switch 7 motor 8 Unit 1 SWL 7.5 Ton 2 Lift 10.5 10.5Mtr 3 length 695 695mm 4 II 5 falls 2 2falls 6 dia 18 18mm 7 speed 8.2 8.2mtr/min 8 KW 15 KW 9 speed 17 17mtr/min 10 motor 0.55 0.55KW 02 02 11 room 1860 1860mm 12 width 125 width 210 125-210mm 13 min 250 min 600 250-600mm 14 Hoist 480 480kg 15 trolley 140 following 1 Brake 2 trolley 3 commissioning 4 switch 5 contactor 6 P.B 7 cable 20 ,Supply Installation Electrical Gantry Tons Capacity INDEF Make Model Similar Features Hoist Planetary gear box smooth low noise Compact gear box inside Gear Overload Rugged ring type rope Optional rotary limit Electronic magnetic brake Seamless tube drums Description 1 7.5 2 3 Drum 4 Class 5 6 Wire rope 7 Hoisting 8 Hoisting motor KW Travelling speed Travelling motor Head Flange ISMB Approx Weight Hoist 15 Approx weight Scope supply include 1 Trolley 2 Bogie trolley 3 Geared Rotary limit switch including erection commissioning 4 CT limit switch 5 master 6 7 Festooning ADC required standard M P conditions applicable M P Condition attached 
,,,Drg WD 07054/,,Item No.8 ,Alt- Nil.,,No,ASTM 216 Ring 304 size 350 S 14 ,Double offset high performance butterfly valve Body Cast carbon steel GR WCB Seat UHMWPE seat Retainer Gear operated per RDSO 
,,,Drg.No RITES/TP-9405 ,,Item No.7 ,Alt 9 ,,No,per 9405 RITES/TP-9405 001 latest 002 Ref.S-002 3 ,Striker casting Bogie container flat latest 
,,,DRG.NO CONTR-9404-,,,ALT-10 ,,No,RDSO 10 S-10 1 ,EQUALISING LEVER FOR A CAR FOR BLC WAGON TO 
,,,Drg No CONTR 9406-,,Item No.2 ,Alt 7 ,,No,Car 7 CONTR 9405 CONTR 11 Item .2 No.2 7 ,Tie Rod B latest Ref Drg No latest 
,,,Drg.No CONTR-9406-,,Item No.4 ,Alt.7 ,,No,Car 7 Drg.No 9405 Drg.No 11 Item .3 No.3 .7 ,Pull Rod Main For B 
,,,DRG.NO.CONTR-9404-,,,ALT-10 ,,No,RDSO 10 S-10 2 ,EQUALISING LEVER B CAR FOR BLC WAGON TO 
,,,Drg No CONTR 9404- ,,,Alt 11 ,,No,RDSO 15 Item 3 ,Side bearer coil spring BLC wagons 
,,,,,,,,No,size 110 x 40 x 3 engraving 0001 LG-0001 3000 size 10 ,Bogie number indication Plate zinc coated x thick Letter size height 
,,,,,,,,No,No 727857000 ,Front support Coupler body CBC Part Faiveley 
,,,,,,,,No,No 727822000 ,Frame CPL supporting Device CBC Part Faiveley 
,,,,,,,,No,No 727812000 ,Beam CPL Supporting device CBC Part Faiveley 
,,,,,,,,No,DENVER 30 DENVER 30 LB30 1 code 104555 Model 30 LB30 01 Quantity:01 2 code 11381974 Model 30 LB30 01 Quantity:01 3 code 104555 Model 30 LB30 01 Quantity:01 4 Oil 20 code 1119981 Model 30 LB30 01 ,Set Spares Air Compressor Make GARDNER Set Spares Air Compressor Make GARDNER DENVER LB30 item Air filter element air compressor OEM product Make GARDNER DENVER LB30 item filter Cartridge air compressor OEM product code Make GARDNER DENVER Model LB30 Quantity:01 item Air filter element air compressor OEM product code QX104555 Make GARDNER DENVER Model LB30 Quantity:01 item Oil litres air compressor OEM product code Make GARDNER DENVER Model LB30 Quantity:01 CAN 
,SK-6-3-481 ,,DRG NO ICF/SK-6-3-481 ALT.E/NIL COL-I I,,,,,No,QUALITY 304 ICF 1 TEMS-1 6 6 7 NO 39676782 ,STAINLESS STEEL COMMERCIAL MUG WITH CHAIN AND RINGS TO TO PL 
,,,drg.No LB 58132 ,,,Alt -Nil ,,No,,Bottom Nylon guide sliding door SLR Coaches RCF 
,,,,,,,,No,set 22 ,POH kit Equalising discharge WSF make items per detailed part list given annexure mailed mail id 
,,,,,,,,No,Set 08 make 1 shaft 70294 shaft 1 A70294/1- 01 No 2 No 87824 No 31 A87824/31 01 No 3 Part 701181 Part 1 No.J701181/1 01 No 4 A 70205 A 117 70205/117- 01 No 5 No.IA 70319 70319- 01 No 6 No 88617 No 1 A88617/1 01 No 7 No 88615 No 1 A88615/1 01 No 8 No 88616 No 1 A88616/1 01 ,POH kit EP brake valve Air portion hard ware WSF Washer splinded Spring friction device No No Cam Roller Part -01 No Exhaust Choke Part No 01 No Oil retaining bush valve body lower Part 01 No Insulating strip Part No 01 No Insulating base Part No -01 No Double contact Part No 01 No 
,,,,,,,,No,,SET OF ELECTRONIC AND ELECTRO PNEUMATIC EQUIPMENT FOR EP BRAKE SYSTEM OF DEMU AND EMU COACHES AS PER THE DETAILED PART LIST AND SPECIFICATIONS MENTIONED OVERLEAF REQUIRED ONLY 
,,,Drg No DMU/DPC/-0-3-009 ,,,alt ,,No,DEMU 700 ICF 1 ,Bogie frame arrangement HP Coaches 
,,,,,,,,No,consisting 2 items 1 channel 2 thickness 6 length 2 ,G type door gear complete set Aluminium top amount feet 2 Sliding door fitting Ball bearing type 
,,,DRG .NO WLRRM-0-5-006 ,,,ALT- E FROM APPROVED SOURCES ONLY Note -Offers ICF Approved sources considered ,,No,ICF 1 ,LOWER SPRING BEAM ARRANGEMENT AC COACHES TO 
,,,,,,,,No,consisting 20 ,Maintenance Kit WSF Make EP Brake controller items per attachement attachement mailed firm PAC item since IREPS program accepting uploading documents 
,,,,,,,,No,Anabond 540 ,structural adhesive 
,,,,,,,,No,consists 29 ,POH Kit isolating valve reducing valve WSF make Brake Valve Set Hardware Items per detailed list attached sent mail mail ID 
,,,,,,,,No,No 007027 ,Horn suitable Elgi make Part equivalent 
,,,,,,,,No,IS 2760 2760 1980 1980 20 IS 2760 IS 1980 2760:1980 12.5 GRADE 80 IS 6216 6216 2003 RING 56 X 250 RING 125 IS 3822 IS 2002 EFFECTIVE -2.5 WORKING 20 LOAD 40 ,FOUR LEGGED CHAIN SLING TON CAP DETAILED DESCRIPTION FOUR LEGGED LIFTING CHAIN SLING IS DIA ALLOY STEEL SHORT LINK CHAIN BUTT WELDED IS TOP BULL DIA ID INTERMEDIATE BULL RING ID BOTTOM END FORGED EYE HOOK IS GR T SAFE TON PROOF TON PROOF LOAD TEST CERTIFICATE TO B E ENCLOSED FROM GOVT APPROVED AT GUEST HOUSE MAKE NATIONAL LINKS CHAIN 
,,,,,,,,No,"PRO 202 PRO 203 Up 26 Up 25 ppm 4 Up 1200 x 1200 Up 4800 x 600 Normal 750 MHZ 128 RAM 2 Cycle 15 Cycle 000 Up 250 250 2 250 000 2,000 2 pages2 1 USB 2.0 2.0 1 Ethernet 10 Ethernet 100 ",LaserJet printer equivalent Model HP LaserJet Printer series Similar Model Print speed ISO Up 1200 dpl Black Best Up x dpl Black MB LCD Text Duty per month RMPV Up Make HP CANON SAMSUNG 
,,,,,,,,No,Set 08 make 1 shaft 70294 shaft 1 A70294/1- 01 No 2 No 87824 No 31 A87824/31 01 No 3 Part 701181 Part 1 No.J701181/1 01 No 4 A 70205 A 117 70205/117- 01 No 5 No.IA 70319 70319- 01 No 6 No 88617 No 1 A88617/1 01 No 7 No 88615 No 1 A88615/1 01 No 8 No 88616 No 1 A88616/1 01 ,POH kit EP brake valve Air portion hard ware WSF Washer splinded Spring friction device No No Cam Roller Part -01 No Exhaust Choke Part No 01 No Oil retaining bush valve body lower Part 01 No Insulating strip Part No 01 No Insulating base Part No -01 No Double contact Part No 01 No 
,,,Drg No PD/TPYS/SCR Drg No C W-99 ,,,Alt Nil ,,No,,Back rest cum berth holding bracket smooth finish chromium plated CN coaches SCR 
,,,,,,,,No,No 07026 ,Horn suitable Elgi make Part equivalent 
,,,Drg.No CONTR 9404-,,Item No.3 ,Alt-8 ,,No,RDSO 5 ,Center pivot liner BLC Wagon 
,,,,,,,,No,aChuck 12 Szie 10 Machine 3 Mode3l 50 ,Supply Fitment Thread Chaser inches dia Lock Plate inches dia complete Thread Chaser set suitable Threading Continental Machine Tools Machine Tools Details given attachment 
,,,,,,,,No,model 031 ,Taps Press matic pillar cock make JAQUAR Similar Make JAQUAR VIJAY HINDWARE 
,,,DRG SCR/LGD/M P/DRG No.0155 ,,,,,No,,Front Half Open Cage Pallet shown As per enclosed specification 
,,,Drg.No WGSCWAC-6-1-029 ,,item No 65 ,,,No,directory .7 directory .1 directory .1 page 57 57 221 ,Supply conductor Berth ICF procured RDSO Approved sources per vendor Note Offers RDSO Approved sources considered 
,,,Drg No CONTR 9406-,,Item No.2 ,Alt 7 ,,No,Car 7 CONTR 9405 CONTR 11 Item .2 No.2 7 ,Tie Rod B latest Ref Drg No latest 
,,,DRG NO.DMU/DPC-O-3-009 ,,,ALT-f Note RCF/ICF approved sources considered ,,No,DEMU 700 ,BOGIE FRAME ARRANGEMENT FOR COACHES TO 
,,,,,,,,No,set 22 ,POH kit Equalising discharge WSF make items per detailed part list given annexure mailed mail id 
,,,Drg.No WD-91071-,,,Alt nil latest Item.01 ,,No,RDSO 66 ,Door flap BOBRN wagon 
,,,DRG NO T-0-4-613.,,,,,No,II.AIT-q 10 ,BRACKET FOR ANCHOR LINK TO ICF 
,,,Drg No ICF/MRVC/D-0-3-001 ,,,alt-1 ,,No,Coaches 180 Coaches 150 ICF 1 ,Bogie frame arrangement EMU Trailer KN Air spring 
,,,DRG NO.DMU/DPC-O-3-009 ,,,ALT-f Note RCF/ICF approved sources considered ,,No,DEMU 700 ,BOGIE FRAME ARRANGEMENT FOR COACHES TO 
,,,,,,,,No,steel 4 capacity 20 Ton 0 leg 12 x 2.5 ring 250 top 5 chain 6215 ,Alloy Legged Chain sling degree dia mtr length master Ton Capacity eye hook bottom Test Certificate Govt Approved agency Specification chain ISI marked 
,,,,,,,,No,Hoist 7.5 No 4 M 1 Hoist 1 operation 2 drum 3 coupling 4 sensor 5 guide 6 switch 7 motor 8 Unit 1 SWL 7.5 Ton 2 Lift 10.5 10.5Mtr 3 length 695 695mm 4 II 5 falls 2 2falls 6 dia 18 18mm 7 speed 8.2 8.2mtr/min 8 KW 15 KW 9 speed 17 17mtr/min 10 motor 0.55 0.55KW 02 02 11 room 1860 1860mm 12 width 125 width 210 125-210mm 13 min 250 min 600 250-600mm 14 Hoist 480 480kg 15 trolley 140 following 1 Brake 2 trolley 3 commissioning 4 switch 5 contactor 6 P.B 7 cable 20 ,Supply Installation Electrical Gantry Tons Capacity INDEF Make Model Similar Features Hoist Planetary gear box smooth low noise Compact gear box inside Gear Overload Rugged ring type rope Optional rotary limit Electronic magnetic brake Seamless tube drums Description 1 7.5 2 3 Drum 4 Class 5 6 Wire rope 7 Hoisting 8 Hoisting motor KW Travelling speed Travelling motor Head Flange ISMB Approx Weight Hoist 15 Approx weight Scope supply include 1 Trolley 2 Bogie trolley 3 Geared Rotary limit switch including erection commissioning 4 CT limit switch 5 master 6 7 Festooning ADC required standard M P conditions applicable M P Condition attached 
,,,,,,,,No,"PRO 202 PRO 203 Up 26 Up 25 ppm 4 Up 1200 x 1200 Up 4800 x 600 Normal 750 MHZ 128 RAM 2 Cycle 15 Cycle 000 Up 250 250 2 250 000 2,000 2 pages2 1 USB 2.0 2.0 1 Ethernet 10 Ethernet 100 ",LaserJet printer equivalent Model HP LaserJet Printer series Similar Model Print speed ISO Up 1200 dpl Black Best Up x dpl Black MB LCD Text Duty per month RMPV Up Make HP CANON SAMSUNG 
,,,,,,,,No,consists 29 ,POH Kit isolating valve reducing valve WSF make Brake Valve Set Hardware Items per detailed list attached 
,,,,,,,,No,steel 4 capacity 20 Ton 0 leg 12 x 2.5 ring 250 top 5 chain 6215 ,Alloy Legged Chain sling degree dia mtr length master Ton Capacity eye hook bottom Test Certificate Govt Approved agency Specification chain ISI marked 
,,,,,,,,No,No 3872271 ,Rubber ring Cummins Part equivalent FP diesel diesel 
,,,,,,,,No,consisting 3 items 1 screw 16 x 75 75 2 75 70 IS 1367 1367 14 IS 1364 Part 2 -2 2002 -2002 2 Nut 16 M16 2 M16 7 IS 1367 1367 14 IS 7002 IS 2005 7002-2005 3 washer 16 IS 3063 IS 1994 Coating 057 ,head complete mounting system outer head stock conventional SG Coaches SS.Hex head screw IS M16 IS 1367 Part-14 IS 3 Spring IS 
,,,DRG NO ICF/MRVC/D-0-3-001 ,,,ALT-A ,,No,COACHES 180 COACHES 150 ICF 1 ,BOGIE FRAME ARRANGEMENT FOR EMU TRAILER KN AIR SPRING TO 
,,,DRG NO.DMU/DPC5-0-3-501 ,,,ALT-W/5 ,,No,DEMU 1400 ,BOGIE FRAME ARRANGEMENT FOR AIR SPRING SUSPENSION BOGIE FOR AERO DYNAMIC COACHES TO 
,,,,,,,,No,Size 43 X 455 ,Sticker Indicating Hindi Letters vertically Emergency Window Material Letters Night Glow Red Colour As per Sample Arrow indication directed consignee 
,,,,,,,,No,"PRO 202 PRO 203 Up 26 Up 25 ppm 4 Up 1200 x 1200 Up 4800 x 600 Normal 750 MHZ 128 RAM 2 Cycle 15 Cycle 000 Up 250 250 2 250 000 2,000 2 pages2 1 USB 2.0 2.0 1 Ethernet 10 Ethernet 100 ",LaserJet printer equivalent Model HP LaserJet Printer series Similar Model Print speed ISO Up 1200 dpl Black Best Up x dpl Black MB LCD Text Duty per month RMPV Up Make HP CANON SAMSUNG 
