UNIT *,PRODUCT CODE,DESCRIPTION,SPECIFICATION
1,60647034,"STAINLESS STEEL MIRROR SHELF TO C. RLY. DRG. NO. MISC. SK-3721, ALT-1. MTRL AND SPECN. AS PER DRG.",
12,60647034,"STAINLESS STEEL MIRROR SHELF TO CENTRAL RAILWAY DRG. NO. MISC-SK-3721, ALT-1, IS:6911/92, GR-202, MATERIAL SPECIFICATION AS PER DRAWING.",
16,60647034,MODIFIED MIRROR  SELF (M.S.) TO DRG. NO. J & T MISC SK.NO.2672 ALT. 3 (MAT. & SPEC. AS PER DRG),
24,60647034,NAME PLATE COACH AS PER AE64106,
24,60647046,CLAMP AS PER AW64132,
24,60647058,LOCATION NOTICE FOR ALARM CHAIN HANDLE AS PER RDSO/SK-89189,
15,60647060,NOTICE FOR COMPARTMENT TYPE COACHES SIZE: 230 X 170MM X 1.6MM VITREOUS ENAMELLED WHITE GROUND BLACK LETTERS AS PER DRG.NO. RDSO SK 77087 ALT.02 OR LATEST.,
24,60647060,NAME PLATE (TO SLEEP-64) AS PER AE64141,
24,60647071,NAME PLATE (TO SEAT-64) AS PER AE64140 ALT NIL,
24,60647083,NUMBER PLATE AS PER AE64136 ALT NIL,
24,60647095,NUMBER PLATE AS PER AE64231,
15,60647101,"SHELF BELOW MIRROR (SUNK IN TYPE) TO DRG. NO. ICF/STD-6-3-015 ALT ""F""",
24,60647101,NUMBER PLATE AS PER AE64232,
24,60647150,NAME PLATE (W.G.A.C.C.N) AS PER AE64142 ALT NIL,
24,60647186,STRAP AS PER CC64185 ALT A,
24,60647198,CHANNEL AS PER SE64131 ALT NIL,
24,60647204,CHANNEL AS PER SE64132 ALT NIL,
24,60647216,CHANNEL AS PER SE64133 ALT NIL,
24,60647228,CHANNEL MOULDING AS PER SE64135 ALT NIL,
24,60647230,ANGLE AS PER SE64136 ALT NIL,
24,60647241,CHANNEL AS PER SE64137 ALT NIL,
24,60647253,CHANNEL MOULDING AS PER SE64138 ALT NIL,
24,60647265,CHANNEL MOULDING AS PER SE64139 ALT NIL,
24,60647277,NOTICE FOR DUITES OF COACH ATTENDANT IN UPPER CLASS COACH AS PER RDSO/SK-82115 ALT 1,
24,60647289,NOTICE FOR FIRE PREVENTION AS PER RDSO/SK-92194 PACKING INSTRUCTION : PI002,
24,60647290,NOTICE FOR UPPER CLASS COACH AS PER RDSO/SK-96025 ALT NIL,
24,60647319,CHANNEL AS PER SE64146 ALT NIL,
24,60647320,CHANNEL MOULDING AS PER SE64147 ALT NIL,
24,60647344,NOTICE FOR LOWER CLASS COACHES AS PER RDSO/SK-96012 ALT 2 PACKING INSTRUCTION NO: PI021,
24,60647356,NUMBER PLATES FOR SG AC2-TIER WITH UNDERSLUNG INVERTORS AS PER AW64137 ALT NIL,
24,60647368,ARRGT.OF FOLDING TABLE IN OBSERVATION ROOM AS PER RA-6-4-703 COL I ALT C,
24,60647370,BED AS PER MI000937 ALT C,
24,60647381,OBSERVATION CHAIR AS PER RA8-6-4-801 ALT BR ITEM 10,
24,60647393,MATRESS AS PER MI000937 ITEM 14 ALT D PART DRG. AS PER LIST NO. : NIL PACKING INSTRUCTION NO : PI005,
24,60647400,SOFA 3-SEATER AS PER RA8-6-4-801 ITEM 3 ALT BR,
24,60647411,SOFA 2-SEATER AS PER RA8-6-4-801 ITEM 4 ALT BR,
24,60647423,CORNER TABLE SMALL (LP COLUR TO SUIT COACH INTERIOR COLOUR SCHEME) AS PER RA8-6-4-801 ITEM 5 ALT BR,
24,60647435,INSTRUCTION CHART FOR GAS MAINTENANCE AS PER ICF/SK-6-4-096 ALT A,
24,60647447,DINING CHAIRS AS PER RA61103 ITEM 8 ALT B,
24,60647459,COMPARTMENT CORNER TABLE LARGE(LP COLOUR TO SUIT ) AS PER RA8-6-4-801 ITEM 9 ALT BR,
24,60647460,FOLDING DINING TABLE AS PER RA-6-4-803 ALT A,
24,60647472,SIDE TABLE (LP COLOUR TO SUIT COACH INTERIOR COLOUR SCHEME) AS PER RA8-6-4-801 ITEM 2 ALT BR,
24,60647484,DETAILS FOR GAS ROOM ARRGT. AS PER WCB-6-4-011 COL XIX ALT M,
24,60647496,DETAILS FOR GAS ROOM ARRGT. AS PER WCB-6-4-011 COL XX ALT M,
24,60647502,TABLE AS PER RA-6-4-805 ASSEMBLY OF COL I TO COL III ALT A,
2,60647514,SINGLE HORN COAT HOOK AC COACH,
24,60647514,BRACKET AS PER CC64260 ALT NIL,
99,60647514,SINGLE HORN COAT HOOK AC COACH,
2,60647526,"MODIFIED FOLDABLE BOTTLE HOLDER TO SK. NO. LLH-38/2010, ALT. NO.-NIL.",
10,60647526,"FOLDABLE BOTTLE HOLDER, ICF DRG. NO- ICF/STD-6-4-018, ALT.-H/3.",
24,60647526,LONG MIRROR FOR ART COACHES AS PER RT64102 ALT NIL,
99,60647526,"MODIFIED FOLDABLE BOTTLE HOLDER TO SK. NO. LLH-38/2010, ALT. NO.-NIL.",
2,60647538,"SWIVEL COAT HOOK (THREE PEGS)TO RCF'S DRG. NO.CC-64254, ALT. NO.-'E' .",
10,60647538,"COAT HOOK TO DRG NO. ICF/STD-6-4-010, ALT.- P/2.",
24,60647538,CLAMP AS PER CC64263 ALT NIL,
99,60647538,"SWIVEL COAT HOOK (THREE PEGS)TO RCF'S DRG. NO.CC-64254, ALT. NO.-'E' .",
24,60647540,"NUMBER PLATES ""1 TO 67"" AS PER AZ64117 ALT NIL",
24,60647551,LUGGAGE RACK FOR AC EXECUTIVE CHAIR CAR SHATABDI TYPE AS PER AB64101 ALT NIL,
24,60647563,"NOTICE FOR ""FIR LODGING"" AS PER RDSO/SK-98141 ALT 1 PACKING INST.NO. PI021",
24,60647575,"TEE RAIL FOR SLIDING DOOR AS PER LB64123
PACKING INSTRUCTION NO PI002",
24,60647587,"DOOR FIXING ARRANGEMENT FOR DOG BOX,COLOUR SHADE SATIN BLUE TO ISC-177 AS PER LB64184 W/O ITEM 3 TO 8",
24,60647599,"FURNISHING PLATE AS PER CC64116 ALT B
PART DRG. AS PER LIST NO. 1776 DT. 6/9/2007",
24,60647605,NAME PLATE FOR EMERGENCY OPENABLE WINDOW AS PER CC64285 ALT NIL PACKING INSTRUCTION NO : PI02,
24,60647617,NAME PLATE FOR EMERGENCY OPENABLE WINDOW AS PER CC64286 ALT NIL,
24,60647629,ALARM NAME PLATE AS PER CC35611,
24,60647630,SS WATER TANK (455 LITERS CAPACITY) INSTALLATION & COMMISSIONING INCLUSIVE. AS PER ICF/STD-6-3-089 ALT  NIL,
24,60647642,T.T.E. NAME PLATE AS PER SCN-6-4-310 ITEM 3 ALT B,
24,60647654,EDGE MOULDING (2.5*35*1250) AS PER WFAC3-6-4-313 ITEM 12 ALT N,
24,60647666,TABLE SUPPORT ASSEMBLY FOR FOLDING TABLE ARRGT. AS PER CC64282 PACKING INST. NO.: PI002 PART DRG. AS PER LIST NO. 3441 DATED 18/10/2003,
24,60647678,"STICKER FOR ""NO SMOKING"" AS PER AE64120 ITEM 8 ALT C",
24,60647680,NAME PLATE LADIES ONLY AS PER SCN-6-4-310 ITEM 9 ALT B,
24,60647691,COACH NUMBER NAME PLATE (WGS) AS PER SCN-6-4-310 ITEM 10 ALT'CR',
24,60647708,SEAT CAPACITY NAME PLATE 1.6X45X145 (TO SEAT-90) AS PER SCN-6-4-310 ITEM 11 ALT'CR',
24,60647710,NAME PLATE (SCN ) AS PER SCN-6-4-311 ITEM 4 ALT C,
24,60647721,NAME PLATE AS PER SCN-6-4-311 ITEM 5&6 ALT C,
24,60647733,DRIP TRAY ARRANGEMENT AS PER PP64109 ALT NIL,
24,60647745,BRACKET 'Z' TYPE AS PER PP64115 ALT NIL,
24,60647757,STAINLESS STEEL DRINKING WATER CONTAINER CAPACITY 23 LITRE TO 25 LITER AS PER COMMERCIAL QUALITY WITH INSULATION HAVING MAXIMUM OUTSIDE DIA 320 MM PACKING INSTRUCTION NO : PI003 PART DRG. AS PER LIST NO. : NIL,
24,60647769,MULTIPURPOSE TABLE WITH ONE LOCKABLE DRAWER AS PER T-401 DL OF GODREJ AS PER PP641 7 ITEM 1 ALT A PART DRG. AS PER LIST NO. : NIL PACKING INSTRUCTION NO: PI005,
24,60647770,SUGGESTION CUM LETTER BOX AS PER LB64197 ALT A ASSEMBLY OF ITEM 1 & 2,
24,60647782,STAINLESS STEEL ASH TRAY CC64290 AS PER AVAILABLE ON CD. PACKING INSTRUCTION : PI013,
24,60647794,"COAT HOOK AS PER CC64293 ALT A
PACKING INSTRUCTION NO PI013.",
24,60647800,SWIVEL COAT HOOK (TWO PEGS) AS PER CC64110 ALT E,
24,60647812,SWIVEL COAT HOOK (THREE PEGS) AS PER CC64254 ALT E,
27,60647812,SWIVEL COAT HOOK (THREE PEGS),
24,60647824,LONG MIRROR AS PER RA641 8 ALT NIL PACKING INSTRUCTION NO. PI012 PART DRG. AS PER LIST NO. : 3504 DATE:- 28/1 /2003,
24,60647836,BRACKET FOR WINDOW CURTAIN ASSLY. AS PER AW64149 ALT NIL,
24,60647848,CLAMP FOR CURTAIN ASSLY. AS PER AW64148 ALT NIL,
24,60647850,TAIL LAMP BARCKET FOR SLR COACHES AS PER LB64141 ALT A,
27,60647850,TAIL LAMP BARCKET FOR SLR COACHES,
24,60647861,NUMBER PLATES FOR SEATS. AS PER LB64159 ALT NIL,
24,60647873,"SEAT CAPACITY PLATE ""TO SEAT 90"" AS PER SCN-6-4-311 ITEM 3 C",
24,60647897,HAND RAIL COMPLETE AS PER LB64115 ALT NIL,
24,60647903,NUMBER PLATES FOR SEATS. AS PER LB64160 ALT NIL,
5,60647939,HOT CASE.,SPECN. :  AS PER DRG.
15,60647939,"HOT CASE (GAS FIRED) TO DRG. NO. WCB-6-4-115, COL-I, ALT-N/2 OR LATEST CONSISTING OF 10 ITEMS IN ASSEMBLED CONDITION.",
24,60647988,BARREL TOWER BOLT 75MM ANODISED (BOLT DIA 10MM) AS PER IS:204(PART-2)-1978 TYPE A-4 TABLE-1 CLAUSE-2.1.4,
24,60647990,MIRROR FIXING ARRGT. AS PER WGSCWAC-6-3-005 ALT B,
24,60648002,BOTTLE HOLDER COMPLETE AS PER AB64134 ALT D,
24,60648014,NOTICE/NAME PLATE FOR SLR COACHES AS PER MPLNSLR,
24,60648040,COACH NAME PLATE FOR MEMU/TC AS PER ET641 9 PACKING INSTRUCTION NO : PI021 PART DRG. AS PER LIST NO : NIL,
24,60648051,LIQUID SOAP CONTAINER AS PER COMMERCIAL QUALITY,
12,60648063,MAGZIN BAG FOR NON AC COACHES.,
16,60648063,MAGAZINE BAG OF NON AC COACHES AS PER RCF DRAWING NO. AE64115 ALT.C. THE COLOUR OF NYLON FISH NET (ITEM 3)  & NYLON CLOTH (ITEM 5) SHOULD MATCH WITH RDSO/LKO SAMPLE CODE NO. AL-AC-01. THE HOLE DIAMETER OF CLIP (ITEM 02) SHALL BE 4.5MM INSTEAD OF 4MM.,
24,60648063,FLUSH BOLT 100MM FOR WARD ROBE AS PER IS:5187-1972 TABLE 2 TYPE 1 MATERIAL BRASS CH,
24,60648075,"CARPET ALL WOOL BACKED WITH 12MM FOAM RUBBER,FIN.SIZE 3186X15430MM AS PER GOOD QUALITY,FIRE RETARDANT (SAMPLE/SHADE TO BE APPRD BEFORE PURCHASE)",
24,60648087,COACH NUMBER PLATE AS PER SCN-6-4-311 ITEM 17 ALT K,
24,60648099,NOTICE FOR DIRECTION INDICATOR FOR ALARM CHAIN HAN AS PER RDSO/SK-89190,
15,60648105,LIQUID SOAP CONTAINER STAINLESS STEEL TO ICF DRG. NO. STD-6-3-014 ALT. NIL,
24,60648105,NOTICE FOR DIRECTION INDICATOR FOR ALARM CHAIN HAN AS PER RDSO/SK-89191,
24,60648117,NUMBER PLATES AS PER AZ64108,
24,60648130,NAME PLATE 'COACH NUMBER' AS PER WGSCWAC-6-4-010 ITEM 42 ALT P,
24,60648142,NUMBER PLATES OF 2ND CLASS CHAIR CAR FOR HIGH SPEED RAKE AS PER HA64111,
24,60648166,NAME PLATE AS PER HE64111,
24,60648180,NUMBER PLATES OF EXECUTIVE CHAIR CAR FOR HIGH SPEED RAKE AS PER HE64110,
24,60648191,NOTICE FOR DIRECTION INDICATOR FOR ALARM CHAIN HAN AS PER RDSO/SK-89192,
24,60648208,FOLDING TABLE ARRANGEMENT AS PER AZ64111,
24,60648210,CURTAIN HOOK AS PER HE64134 ALT NIL,
24,60648221,ROLLER AS PER HE64157,
24,60648233,FOLDING LUGGAGE RACK AS PER YP64010 ALT NIL WITHOUT ITEM NO. 6,
24,60648269,SUPPORT FOR SHELF AS PER HE64164 ALT A,
24,60648270,DRAWER AS PER HE64174 ALT NIL,
24,60648282,"LAYOUT OF LETTERING INSIDE FOR LHB COMPOSITE (AC 2T+FAC) COACHES   WITH BRAILLE DISPLAY AS PER WA64007 ALT A  ITEM NO. 1 TO 7, 9 TO 12, 16 TO 19, 22 & 23 WITH BRAILLE SCRIPT TO ICF/MD/SPEC-253 REV.00",
24,60648439,CENTRE TABLE WITH (PLAIN GLASS TOP) RA 8-6-4-801 ITEM 6 ALT BR AS PER RA8-6-4-801 ITEM 6 ALT A,
24,60648518,SNACK TABLE (LP SHEET COLOUR TO SUIT INTERIOR COLOUR SCHEME OF COACH) AS PER WFAC3-6-4-313 COL II ALT JR,
24,60648520,MIRROR ARRANGEMENT AS PER AA64146,
24,60648531,LAMINATED SAFETY GLASS 6X135X293MM AS PER IS:2553(PART-1)-1990,
24,60648543,SMOKING PROHIBITED NOTICE AS PER RDSO/SK-K2004,
24,60648555,NAME PLATE FOR EMERGENCY OPENABLE WINDOW (DSLR COACH) AS PER LB64168 ALT NIL,
24,60648567,MIRROR COMPLETE (PAINT TO FRAME TO SHADE RAL-1034) AS PER AE64156 ALT A,
24,60648579,"BOTTLE HOLDER COMPLETE AS PER CC64317
PACKING INSTRUCTION NO : PI013
PART DRGS.AS PRT LIST NO: 7236 DT.: 26/04/2005",
24,60648580,HEAD REST AS PER CC64329 PACKING INSTRUCTION NO : PI01,
24,60648592,HEAD REST AS PER CC64328,
24,60648609,FRP TRAY (SHADE RAL-1034) AS PER CC64312 ALT D (PU PAINTING TO BE DONE AS PER MDTS-118 REV.01) WARRANTY AS PER MD22231 DT.07-11/2003,
24,60648610,"WATER TRAY FOR DSLR COACH,SHADE LIGHT GRAY ISC 631 TO IS:5-94 AS PER LB64186",
24,60648622,"FOOD TRAY ASSEMBLY,SHADE LIGHT GRAY ISC 631 TO IS:5-94 AS PER LB64137 ALT A",
24,60648634,"FOLDING TABLE ARRGT. (SHADE NAC-SP05,SPEC.CK-514 FOR LP.SHADE SATIN BLUE) AS PER CC64283 ALT B",
12,60648646,FIBRE SNAKE TABLE FOR DURANTO COLOUR LIGHT BLUE AS PER DRG.NO. CC 64310 ALT.C,
24,60648646,"FOLDING TABLE ARRGT(SUNK-IN-TYPE) (SHADE AC-SP02,RDSO/SPEC. C-K 513 FOR COMPREG PANEL) AS PER CC64310 ALT D  (WITHOUT ITEM NO 3)",
24,60648658,"STICKER FOR EMERGENCY OPENABLE WINDOW AS PER CC64321 ALT A AND MDTS 156 REV.5
PACKING INSTRUCTION PI021",
24,60648660,SEALED WINDOW ARRANGEMENT(POLYCARBONATE) AS PER CC54433 ALT A ( ASSEMBLY OF ITEM 1 & 2) RDSO/SPEC CK-404 REV-01 WITH ADDENDUM (REF. MD22261 DATED 11.09.12),
24,60648671,LADDER L.H. FOR LHB FAC COACHES AS PER LA61201 ALT A,
24,60648683,LADDER R.H. FOR LHB FAC COACHES AS PER LA61202 ALT A,
24,60648695,RACK FOR WASHING ROOM AS PER WCB-6-4-119 ALT B,
24,60648701,RACKS AS PER RA-6-4-804 ALT A COL I,
24,60648713,HAND RAIL COMPLETE AS PER LB64165 ALT B,
1,60648725,LADIES FIGURE HEAD. CSC DRG. NO. 842/3.           MATERIAL & SPECN.AS PER DRG.,
16,60648725,LADIES FIGURE HEAD. CSC DRG. NO. 842/3.           MATERIAL & SPECN.AS PER DRG.,
24,60648725,DINNING TABLE AS PER RA64124,
16,60648737,CREST FOR INDIAN RLY. TO IRS. DRG.NO.CSE/1124/A.  ALT.5. MATERIAL AND SPECN. A,
24,60648737,NOTICE FOR AC & NON-AC COACHES AS PER CC64332,
24,60648749,"NOTICE FOR NON-AC COACHES AS PER CC64339
 PACKING INSTRUCTION NO.P1021.",
24,60648750,NOTICE FOR AC COACHES AS PER CC64341 PACKING INSTRUCTION NO. PI021.,
24,60648762,HAMMER BOX COMPLETE IN LOOSE COMPONENTS IN SUITABLE PACKING  (SHADE OF FRP RAL-1034 AS PER CC64333 ALT A,
24,60648774,FRP COVER ASSEMBLY ( COLOUR SATIN BLUE TO (ISC-177) AS PER CC64330                                WARRANTY AS PER MD22231 DT.07-11/2003,
24,60648786,"SCREWING CHANNEL FOR FRP COVER AS PER CC64340
PACKING INSTRUCTION NO : PI012",
24,60648798,SET OF LADDERS FOR SCN COACHES AS PER MPLLADDERSCN VERSION 1,
24,60648804,FOLDING TABLE ARRGT. FOR OBSERVATION ROOM AS PER RA64109 ALT A,
24,60648816,DRINKING WATER CONTAINER 100 LITERS AS PER PS64121 PACKING INSTRUCTION NO: PI002 PART DRG. AS PER LIST NO. :4174 DT.07/01/2004,
24,60648828,MIRROR AS PER AE64173,
24,60648830,"FOLDING TABLE (SUNK-IN-TYPE) FOR 3AC(FRP) AS PER AE64177 W/O ITEM NO.4,5,& 6 PILOT SAMPLE APPROVAL IS REQUIRED SAMPLE APPROVAL BEFORE BULK MANUFACTURE IS REQUIRED. PACKING INSTRUCTION NO : PI011 PART DRG.AS PER LIST NO; 4127 DT.23/12/03",
24,60648841,LAYOUT OF NOTICES & NUMBER PLATES FOR MGAC2T AS PER MW64103 W/O ITEM NO.2,
24,60648853,"SET OF CDTS FOR SCN &  ACCN COACHES INSTALLATION & COMMISSIONING INCLUSIVE AS PER ICF/MD/SPEC.125, ADDENDUM II TYPE A (ONE SET CONSISTS OF 3 ORIENTAL AND 1 EUROPEAN STYLE TOILETS) PACKING INSTRUCTION NO.PI019. NOTE: MAIN DRG./PART DRGS ARE AVAILABLE ON CD NO.R-1868",
24,60648865,CDTS FOR ICF COACHES(GS) INSTALLATION  & COMMISSIONING INCLUSIVE. AS PER RDSO SPEC.C-9906 REV 02( ONE SET CONSISTS OF FOUR INDIAN),
24,60648873,"ROLLER BLIND AS PER MZ64104 ALT A , ITEM NO.1",
2,60648890,"BOTTLE HOLDER FOR JAN SHATABDI COACHES(LH & RH) AS PER SK. NO.LLH-8/2006, ALT. NO.-NIL.",
3,60648890,BOTTLE HOLDER FOR LHB COACHES,
5,60648890,STAINLESS STEEL BOTTLE HOLDER FOR CHAIR CAR.,MAT. SPEC: AISI-304.
10,60648890,"BOTTEL HOLDER FOR JAN SHATABDI COACHES(LH & RH) AS PER SK.  NO.LLH-8/2006, ALT. NO.-NIL",
99,60648890,"BOTTLE HOLDER FOR JAN SHATABDI COACHES(LH & RH) AS PER SK. NO.LLH-8/2006, ALT. NO.-NIL.",
1,60648919,"FRP LITTER BIN BELOW OUT SIDE WASH BASIN TO ICF DRG. NO. ICF/STD-6-4-004. ALT-J/5, COL-II. MATERIAL AND SPECIFICATION AS PER DRG.",
3,60648919,LITER BIN,
6,60648919,"FRP LITTER BIN (BELOW OUTSIDE WASH BASIN) FOR AC COACHES. TO DRG.NO.ICF/STD-6-4-004, ALT.J/5 COL.L.",
7,60648919,"STAINLESS STEEL LITTER BIN [BELOW OUTSIDE WASH BASIN] TO ICF DRG NO: ICF/SK3-6-4-035, ALT:NIL",
9,60648919,"FRP LITTER BIN BELOW OUTSIDE WASH BASIN  TO ICF.DRG.NO.ICF/STD-6-4-004,ALT.-G/5.",WGSCWAC-6-4-005
13,60648919,FRP LITTER BIN (BELOW OUT SIDE WASH BASIN)  ICF/STD-6-4-004 ALT G.5 MAT. AND SPECN. AS PER DRG.,
1,60648920,UNIFIED NOTICE FOR FIRE PREVENTION AND SAFETY [VINYL FILM] TO ICF DRG. NO. ICF/STD-6-4-022 ALT-K/NIL. ITEM NO. 1. MATL AND SPECN AS PER DRG.,
2,60648920,"NOTICE FOR FIRE PREVENTION TO RDSO'S SK.NO. 92194, ALT. NO. NIL OR LATEST    MATERIAL:--ALUMINIUM SHEETS 1.6 MM THICK TO IS:737  NS3H.",
5,60648920,LAMINATED STIKER FOR FIRE PREVENTION & SAFETY.,SPECIFICATION: AS PER DRG.
8,60648920,"TRANSFER LABEL OF ""UNIFIED NOTICE FOR FIRE PREVENTION & SAFETY"" TO DRG. NO. RDSO'S SK-K3028,ALT-3 WITH GUMMING PROCESS.",
9,60648920,VINYL GRAPHIC FILM STICKER FOR LONG TERM  APPLICATION FOR UNIFIED NOTICE FOR FIRE PREVENTION AND SAFETY AS PER ICF DRG.NO.ICF/STD-6-4-022; ALT.J/NIL(OR LATEST).,ICF/STD-6-4-022 ALT.J/NIL
13,60648920,UNIFIED NOTICE FOR FIRE PREVENTION  SAFETY TO RDSO DRG. NO. SK-K-3028 ALT-3,
16,60648920,"UNIFIED NOTICE FOR FIRE PREVENTION & SAFETY.  RDSO/SK-K-3028, ALT-3.",
99,60648920,"NOTICE FOR FIRE PREVENTION TO RDSO'S SK.NO. 92194, ALT. NO. NIL OR LATEST    MATERIAL:--ALUMINIUM SHEETS 1.6 MM THICK TO IS:737  NS3H.",
6,60648932,"FRP LITTER BIN (BELOW OUTSIDE WASH BASIN) FOR NON AC COACHES TO DRG.NO.ICF/STD-6-4-004, ALT.J/5, COL.II.",
15,60648932,"FRP LITTER BIN FOR NON-AC COACHES (BELOW OUTSIDE WASH BASIN) AS PER DRG. NO. ICF/STD-6-4-004, ALT-J-5, COL-II OR LATEST.",NIL
1,60649201,"MAGAZINE BAG FOR AC COACHES TO DRG. NO. WGSCWAC-6-4-027 ALT-F/NIL
[70 PERCENT INDIAN BROWN AND 30 PERCENT FRENCH BLUE COLOUR SHADED]
MATERIAL AND SPECIFICATION AS PER DRAWING.",
7,60649201,MAGAZINE BAG [ITEM 3 AND 5 TO BE IN BROWN COLOUR] TO SCR DRAWING NO. SCR /C AND W/ SK-1201/C ALT.1,
15,60649201,"MAGAZINE BAG DRG. NO. WGSCWAC-6-4-027 ALT-F, COLOUR - BROWN.",
2,60649330,"SNACK TABLE FOR JAN-SHATABDI EXP TO SK.NO.LLH-30/2004, ITEM NO.-1 TO 5,ALT.NO-1(ONE)",
99,60649330,"SNACK TABLE FOR JAN-SHATABDI EXP TO SK.NO.LLH-30/2004, ITEM NO.-1 TO 5,ALT.NO-1(ONE)",
2,60649353,"LADDER FOR UPPER BERTH TO ICF'S DRG. NO.WGSCWAC 6-6-4-606, ITEM NO.-1 TO 6,ALT. NO.'F'.",
5,60649353,"LADDER WITH P.U. FOAM(BLACK) COMPLETE,",MATL. SPEC. : AS PER DRG.
6,60649353,"LADDER PU FOAM FOR AC AND NON AC COACHES TO DRG NO.ICF/STD-6-4-026,COL.LL, ALT.D/2",
7,60649353,"LADDER FOR UPPER BERTH [PU FOAM TYPE] TO ICF DRG NO: WGSCWAC 6-6-4-606, ALT:D/NIL.",
13,60649353,LADDER FOR AC COACH TO ICF DRG NO.WGSCWAC 6-6-4-606 WITH ALT .F. MATERIAL AND SPECIFICATION AS PER DRG.,SCNS-6-4-506ALT
15,60649353,"PU FOAM LADDER TO DRG. NO. ICF/STD-6-4-026, ALT-D/2, COL-II.",
99,60649353,"LADDER FOR UPPER BERTH TO ICF'S DRG. NO.WGSCWAC 6-6-4-606, ITEM NO.-1 TO 6,ALT. NO.'F'.",
6,60649365,"LADDER PU FOAM FOR NON AC COACHES TO DRG.NO.SCN5-6-4-506, ALT.G/NIL. COL.I - 8 NOS, COL.II - 1 NO. AND COL.III - 1 NO.",
13,60649365,"""LADDER TO DRG NO. SCN5-6-4-506 ALT. G CAL-1""",SCNS-6-4-506ALT
15,60649365,"SET OF PU FOAM LADDER CONSISTING OF 03 COLUMNS TO ICF DRG. NO. SCN5-6-4-506, ALT-G, COL-I=8 NOS. COL-II = 01 NO. COL-III = 01 NO.",
13,60649389,LADDER FOR GSCN ICF DRG. NO. SCN 5-6-4-506 ALT.G COL -I MAT. & SPEC. AS PER DRG.,SCNS-6-4-506ALT
3,60649640,"NYLON WIRE BOTTLE HOLDER       DRG. NO.:- ICF/STD-6-4-028, COL.-II ALT. [A]",
11,60649640,NYLON WIRE BOTTLE HOLDER.,AS PER DRAWING.
14,60649640,NYLON WIRE BOTTLE HOLDER TO DRG.NO.ICF/STD 6-4-028/COL.I ALT 'A' COLOUR:BLUE.,
15,60649640,"NYLON WIRE BOTTLE HOLDER TO DRG. NO. ICF-STD 6-4-028, ALT-A/NIL, COL-I [COLOUR: BLUE]",
16,60649651,HAND HOLD COMPLETE FOR DISABLED COMPARTMENT TO ICF DRAWING NO. SLR2-6-4-205 COL. - I ALT. -E,AS PER DRAWING
5,60649717,STAINLESS STEEL SHOW  CASE,SPECIFICATION NO:- AS PER DRG.
2,60649729,NOTICE FOR EMERGENCY WINDOW.,
99,60649729,NOTICE FOR EMERGENCY WINDOW.,
15,60649869,"NYLON WIRE BOTTLE HOLDER TO ICF DRG. NO.ICF/STD-6-4-028, ALT-A, COL-II. COLOUR - BROWN.",
1,60649894,"FOLDING TABLE ARRANGEMENT [EXCEPT ITEMS-14,18 AND 20] TO ICF DRG. NO. WGSCWAC6-6-4-601/COL-I, ALT-Q/2.
MATERIAL AND SPECIFICATION AS PER DRAWING.",
2,60649894,"FOLDING TABLE ARRANGEMENT FOR GSCN COACHESTO ICF'S DRG.NO.WGSCWAC6-6-4-601,COL.NO.-I.ALT.NO.-'L/2'.MAT.& SPECN.FOR COMPREG OF ITEM NO.2 & 21 TO BE RDSO'S SPECN NO. C-9407,TYPE-I(REV-3) OF FEB.2007 .MAT. & SPECN.FOR PRELAMINATED SHADED COMPREG OF ITEM NO..5,7 & 9 TO BE RDSO'S SPECN. NO.C-K513 WITH AMENDMENT SLIP NO.3 OF OCT'2013,MAT & SPECN. FOR OTHER ITEMS WILL BE AS PER DRAWING.",
4,60649894,FOLDING TABLE,
5,60649894,"FOLDING TABLE ARRANGEMENT COLOUR-STARDUST GREY,",MAT. SPEC: AS PER DRG.
6,60649894,"FOLDING TABLE ARRANGEMENT FOR COACHES TO DRG. NO. WGSCWAC 6-6-4-601, COL.I, ALT.S/2.",
7,60649894,"FOLDING TABLE ARRANGEMENT TO ICF DRG.NO. WGSCWAC6-6-4-601.CIL.I ALT:R/2. PRE-LAMINATED SHADED COMPREG I.E. ITEMS-5,7&9 OF THE DRG. ARE TO BE AS PER RDSO SPEC. NO. C-K513 AMENDMENT NO.5 AND COLOUR AND SHADE AS PER RDSO APPROVED SAMPLE NO. NAC-SPO5 AND COMPREG I.E ITEMS 2 & 21 ARE TO BE AS PER RDSO SPEC. NO. C-9407 (REV-3) AMENDMENT NO.2 TY.I (COMPREG ITEMS (ITEMS 2& 21 ) AND PRELAMINATED SHADED COMPREG(ITEMS-5.7.&9) SHOULD BE PROCURED FROM RDSO  APPROVED  SOURCES ONLY WITH RDSO/RITES INSPECTION AND FIRM SHOULD SUBMIT  NECESSARY DOCUMENTS ALONG WITH MATERIAL.",
8,60649894,FOLDING TABLE ARRANGEMENT,
9,60649894,"FOLDING TABLE ARRANGEMENT TO ICF DRG NO. WGSCWAC6-6-4-601 ALT-Q/2,COL.NO.1.",ICF-WGSCWAC-6-4
10,60649894,"FOLDING TABLE ARRANGEMENT (EXCEPT ITEMS-14,18 AND 20) TO DRG.NO.WGSCWAC6 6-4-601/COL.I ALT 'M'.",
11,60649894,FOLDING TABLE ARRANGEMENT FOR SLEEPER COACHES,
