DRG,DRAWING_ATTACHED,SPECN,ITEM_NO,AMD_NO,SK_NO,ALT,REV,REST_SPECIFICATION,QUANTITY,REST
,No,,,,,,,No 12502140 No 139800 ,Qty:50 ,Overhauling kit Brake Cylinder Faiveley make disc Brake system fitted LHB Coaches per detailed description KIT FOR BRAKE CYLINDER Make FTIL Part 
,No,,,,,,,part .070401790 TRC 2507 ,,Key Wood Ruf ELGI ELGI make Air Compressor model dealers ELGI need quote 
,No,,,Amendment 1 ,,,Rev 0.0 ,V.35 2 specification 80 specification 2008 interfaces 1 G 703 703M 1 E1and 2 modem .35 ,,Mbps digital modems conforming RDSO following digital interface carrier end 2 Digital interface DTE end modem 
Drg No.SK- 94101 ,No,,,Amendment No.1 ,,Alt-2 ,,No 9406 No 9406 ,,Silent block bolted design anchor link conforming spec Silent block bolted design anchor link conforming RDSO spec No C-9406 RDSO 
Drg No ICF/5-4-276 ,No,,,,,,,No 12 No 13 No 14 No 15 No 16 No 17 ,,Lock Box Emergency openable window arrangement AC Coaches Lock Box Emergency openable window arrangement AC Coaches Alt C Lock Box Emergency openable window arrangement AC Coaches Alt C Item 
Drg No CONTR-9405-,No,,Item NO.31 ,,,Alt-11 ,,RDSO 13 ,,Double check valve BLC wagons per 
,No,,,,,,,No 727857000 ,,Front Support spring cartridge assembly FTIL part Make Faiveley centre buffer coupler coaches coaching stock 
,No,,,,,,,per 7978 per 1984 OF 24 cutter 1 maximum 24 steel 2 rate 1230 approx 3 maximum 10 10kg 4 gun 470 approx 5 inlet 1 inlet 2 no.CP 4689 BOYER 60 ,,Portable pneumatic rivet Handles Type A NOMINAL SIZE cutter Riveter size hot Blow per minute Weight maximum Length gun approx Air NPTF Make Chicago pneumatic similar PUDAR 
,No,,,,,,,CAPACITY 18.5 spacing 18.5 distance 150 minus 1 distance 75 minus 10 ,,PERMANENT MAGNETIC YOKE WITH LIFTING KGS ALONG WITH TEST CALIBRATION CERTIFICATE SOURCES VALID FOR ONE YEAR SPECIFICATION Minimum lifting capacity maximum pole 18.5 plus Min pole distance plus minus 
,No,,,,,,,Truck 4 wheels 5 hight 200 length 1220 Width 685 ,,Hydraulic pallet tons Hydraulic lifting specification attached 
DRG.NO.WD-92081-,No,,ITEM NO:01 ,,,,,S- 55 ,,LEVER CENTRAL FOR BOBRN WITH REF 
,No,,,,,,,CAPACITY 18.5 spacing 18.5 distance 150 minus 1 distance 75 minus 10 ,,PERMANENT MAGNETIC YOKE WITH LIFTING KGS ALONG WITH TEST CALIBRATION CERTIFICATE SOURCES VALID FOR ONE YEAR SPECIFICATION Minimum lifting capacity maximum pole 18.5 plus Min pole distance plus minus 
,No,,,,,,,IS 4984 PE 100 rating 6 square 6 pipe 63 shall 2.9 2.9 3.4 ,,HDPE conforming latest Amendments per following specification Material Grade Pressure outer dia pipe wall thickness 
,No,,,,,,,IS 4984 PE 100 rating 6 square 6 pipe 75 shall 3.5 3.5 4.1 ,,HDPE conforming latest Amendment per following specification Material Grade Pressure Outer dia pipe wall thickness 
,No,,,,,,,Specification 1 taps 03 WATER 2 capacity 3 lts 3 capacity 16 lts 4 temperature 8 celsius 10 celsius 5 mounting 6 Dimensions 310 Dimensions 345 Dimensions 996 approx 7 supply 220 -- 240 Volts 50 Hz 8 consumption 120 approx 9 consumption 420 ,,Water Dispenser similar model mini magic pure R voltas make HOT NORMAL water storage 3 capacity lts Cooling cabinet Degree degree celsius Floor mounting Unit Working power 8 Cooling power Watts approx Heating power consumption Watts approx Make Voltas BLUE STAR The offerer enclose Authorized dealership certificate 
,No,,,,,,,finder 0.05 0.05 80 Similar 5 ,,Laser range mtrs range Make BOSCH enclosed 
,No,,,,,,,WITH 0.05 TO 80 SIMILAR 5 ,,LASER RANGE FINDER MTRS RANGE MAKE BOSCH OR ENCLOSED 
,No,,,,,,,HYDRAULIC 10 PRESSURE 2 ,,TONS JACK WITH HYDRAULIC HIGH TWO STAGE HAND PUMP MOUNTING ON U FRAME WITH HIGH PRESSURE MTRS LONG HOSE MAKE CRIMPWELL OR BEMCO OR VANKOS SPECIFICATION ENCLOSED 
,No,,,,,,,RANGE 1590 RANGE 1600 ACCURACY 0.10 TO 3748 TO 90 IS-3748/90 50 IS-3748/90 55 ,,WHEEL DISTANCE GAUGE FITTED WITH VERNIER SCALE WITH MEASURING MM OF OF MATERIAL TOOL STEEL HRC 
,No,,,,,,,size 2500 x 800 x 2000 ,,Supply installation heavy duty adjustable pallet racks Height depth x Length along test certificate NABL accrediated lab Confirming European Standards design IS Specification stocking items per detailed description attached 
,No,,,,,,,IS 2760 IS 80 GRADE 80 80t 18 IS 2760 IS 80 Grade 80 80T 40 size 160 x 300 shall 5 load 15 load 30 IS 2760 2760 80 Grade 80 ,,Double legged chain sling make Vankos company safe lift industries Thiele crossby Green received OEM authorized proof submitted along offer specification Double legged special alloy steel electric welded plated chain sling per dia Master link per IS 2760:80 ID length chain working Ton proof load TON bottom end eye hook per IS Grade 80 T per chain slings shall electric welded plated Test certificates shall produced govt approved list house proof load safe working load per IS connecting accessories attachments single make capacity duly embossed 
,No,,,,,,,per 7978 per 1984 OF 24 cutter 1 maximum 24 steel 2 rate 1230 approx 3 maximum 10 10kg 4 gun 470 approx 5 inlet 1 inlet 2 no.CP 4689 BOYER 60 ,,Portable pneumatic rivet Handles Type A NOMINAL SIZE cutter Riveter size hot Blow per minute Weight maximum Length gun approx Air NPTF Make Chicago pneumatic similar PUDAR 
DRG.NO.ICF/SK3-6-3-130 ,No,,,,,ALT-C. IS 4762-84 ,,DIA 120 OD 102 ITEM 7 7 1 7 1 7 304 ,,HOSE CLAMP WITH PAN COMMODE ADAPTOR OUTLET MM TANK AS PER ICF 
,No,,,,,,,hanger 6 thickness 10 board 4 x 2 ,,Coat powder coated hooks fitted pre laminated particle U type aluminium board feet feet Board Novopan Archidply 
,No,,,,,,,size 890 IS 3748 IS 90 3748/90 50 3748/90 55 ,,Tare Tie gauge empty condition BG Wagon material tool steel HRC 
,No,,,,,,,truck 4 wheels 2.5 height 200 length 1220 width 685 ,,Hydraulic pallet cap Hydraulic lifting specification attached 
,No,,,,,,,style 54 size 5 x 5 x 2 temperature 550 pressure 40 compliance 2712 compliance 1998 ,,Non metalic asbestos sheet champion equivalent Spitman Brand 5 x thickness Max Degrees C Max Specification The supplied asbestos sheet soft specified alongwith offers otherwise athe offers passed 
,No,,,,,,,No 3872287 ,,Rubber sleeve flexible Cummins part equivalent FP Diesel Diesel Authorized dealership certificate enclosed 
,No,,,,,,,HYDRAULIC 10 PRESSURE 2 ,,TONS JACK WITH HYDRAULIC HIGH TWO STORE HAND PUMP MOUNTING ON U FRAME WITH HIGH PRESSURE MTRS LONG HOSE MAKE CRIMPWELL OR BEMCO OR VANKOS SPECIFICATION ENCLOSED 
,No,,,,,,,No 500 Ratio 8.23 Model 066 ,,Gear Box Part suitable Surface Traverser Make Unique Material 
,No,,,,SK-312 ,,,,,Leaf spring Schaku Coupling Escort Part No equivalent 
,No,,,,SK-312 ,,,,,Leaf spring Schaku Coupling Escort Part No equivalent RDSO Approved sources considered 
Drg.no ICF/SK-5-4-279 ,No,,,,,alt-e ,,Unit 1220 Unit 762 ,,Sealed Window Emergency window 
,No,,,,,,,No 500 Ratio 12.54 Model 066 ,,Gear Box Part suitable Surface Traverser Make Unique Industrial 
,No,,,,,,,size 15 cat 130 No 100 model .55 ,,PTMT piller cock foam flow type Italian series Make PRAYAG BLUES WATERFALL model Blues model 
DRG.NO.CONTR 9405-,No,,ITEM NO.1 ,,,ALT-3 ,,ROD 17 ,,COUPLER OR LATEST 
DRG.NO CONTR-9404-,No,,,,,ALT-10 ,,TO 10 S-10 1 ,,EQUALISING LEVER FOR A CAR FOR BLC WAGON 
,No,,,,,,,codes 8 interface 11 interface 10 interface 100 compression .711 G.711 723 G723 .726 G.726 .729 T 38 work 12 GXW 4008 ,,Port shall compatible aspects existing shall support telephone ports shall support network interface mbps dual RJ ports shall support PSTN fail lifeline shall support voice It shall support fax IP It shall support IP signaling SIP shall support multiple SIP server profile shall support provisioning TFTP HTTP shall V DC similar stream Grand 
DRG.NO.CONTR-9404-,No,,ITEM NO.4 ,,,ALT.11 ,,TO 8 ,,CENTRE PIVOT PIN OR LATEST 
DRG.NO CONTR-9406-,No,,ITEM NO.1 ,,,ALT 10 ,,RDSO 8 ,,HAND BRAKE PULL ROD WITHOUT BUSHES OR LATEST 
,No,,,,,,,No 500 Ratio 8.23 Model 066 ,,Gear Box Part suitable Surface Traverser Make Unique Material 
,No,,,,,,,No 500 Ratio 12.54 Model 066 ,,Gear Box Part suitable Surface Traverser Make Unique Industrial 
Drg.No ICF/STD-1-2-003 ,No,,,,,alt f/3 ,,ICF 5 ,,Tube Centre Stiffner Complete 
,No,,,,,,,No 790040335 ,Qty 4 ,Set Flex Ball Cables Hand Brake Faiveley make Disc Brake System fitted LHB Coaches detailed Set Flex ball cables end connection Make FTIL Part Sets 
DRG.NO.CONTR-9404-,No,,,,,ALT-10 ,,RDSO 10 S-10 2 ,,EQUALISING LEVER B CAR FOR BLC WAGON TO 
DRG.NO CONTR-9404-,No,,ITEM NO.12 ,,,ALT.7 ,,LCCE 20 20 96 BOGIE 2 CONTR- 9404 CONTR- 7 ITEM .1 NO.1 .5 ,,BOLSTER SPRING OUTER FOR CANSUB OR LATEST OR LATEST 
Drg.No.CG-11089 ,No,,,,,Alt.2 ,,valve 5 RDSO 6 ,,PTFE Sealing ring ball 
DRG.NO CONTR 9405-,No,,ITEM NO.4 ,,,ALT-7 ,,RDSO 11 ,,PULL ROD MAIN TO 
,No,,,,,,,sheet 1.3 ,,Supply laying Resilient vinyl flooring thickness 
DRG NO MI005328 ,No,,,,,ALT.B ,,,,CHLORINE FILTER TO RCF 
Drg.No WD-88123-,No,,,Amendment No.03 ,,Alt.2 ,,RDSO .02 RDSO 02 April 2010 RDSO 01 ICF 3 ICF 5 ICF 053 Drg.No.EMU/M-3-5-053 7 Iem-7 17 ,,Cutoff Angle cock vent coaching stock along reducing bush conforming RDSO Note RDSO Approved vendors need quote 
,No,,,,,,,No 546102000 ,,Quick Release Mechanism suitable FAIVELEY Make Parking Brake arrangement FTRTIL Part 
Drg No 4,No,,,,,,,DBI 3 3EB 6280 mentioned 1 K-Ring 4861 K-Ring 1 KB4861/1 .2 Nos.2.Scraper- .4 Nos.2.Scraper- 49352 Nos.2.Scraper- 1 Drg.No.4A49352-Qty-1 .3 Drg.No 4 Drg.No 31340 Drg.No 11 4A31340/11 01 Qty-01 .4 Drg.No 4 Drg.No 4708 Qty 03 Nos 5 Drg.No 4 Drg.No 4643 Qty 01 ,Qty-02 ,POH kit load sensing side mounted EK BLC wagons per parts Drg.No Cushion Drg.No Qty Nos 
Drg.No T-2-6-60 ,No,,,,,Alt-z/29 ,,,,Entrance Hand rail 
,No,,,,,,,device 1400 No 760242272 No 428150001 ,,Assembly Nose suspension DEMU coach Motor Suspension unit CGL part BHEL part No 
,No,,,,,,,commissioning 203 Spec.No 2014 Spec.No 11 ,,Supply installation Double acting Bogie Mounted Brake Cylinder without Hand brake Provision confirming field trial GS Coaches Inspection item RDSO Note RDSO Approved sources considered 
Drg.No SCN 5-6-521 ,No,,,,,Alt n/2 ,,,,Head Rest upper berth 
,No,,item No 52 2 ,,,,,Consissting 4 items 1 No 81200 No 81200 No 23 23 3 No 81200 No 24 24 4 No 81206 No 23 ,,Cross Head Assembly set BMBC cross Head RDSO Sketch Latch RDSO Sketch No 81200 Item No Latch Spring RDSO Sketch No 81200 Itgem No 4 Ring RDSO Sketch No Item No 23 Approved vendors BMBC need quote 
,No,,,,,,,consisting 23 ,,Rubber kit Escorts make EP Brake Valve sub assemblies Pressure limiting Valve tripple valve Stabilizing Valve items per part list Attached 
Drg No.ICF/STD-1-2-003 ,No,,,,,Alt f/3 ,,Item 5 ,,Tube centre stiffner complete ICF 
Drg.No CONTR 9404-,No,,Item No.3 ,,,Alt-8 ,,RDSO 5 ,,Center pivot liner BLC Wagon 
Drg.No T-0-5-648 ,No,,,,,,,,,Wearing plate side bearer latest 
Drg.No WD-89007-,No,,Item No.02 ,,,,,RDSO 71 ,,Roller BOBRN wagon 
Drg.No.ICF/SK-6-3-446 ,No,,,,,Alt-c/nil ,,,,Supply stainless steel auxiliary roof water tank AC Coaches roof mounted AC package unit 
Drg.No.CONTR 9404-,No,,Item No.4 ,,,Alt-8 ,,wagon 5 ,,Center pivot ring BLC 
,No,,,,SK.NO.K2036 ,Alt-1 ,,RDSO 1 ,,Dust bin composite modular toilet AC coaches 
,No,,,,,,,consisting 2 items 1 channel 2 thickness 6 length 2 ,,G type door gear complete set Aluminium top amount feet 2 Sliding door fitting Ball bearing type 
,No,,,,,,,GE 70 TE 2 ,,Bush Specification Make SKF Equivalent 
,No,,,,,,,,,SR Solution Make Fevicol Jivanjor Wood touch 
,No,,,,,,,per 6149 per 1984 Length 380 Length 15 opening 43 ,,ISI marked adjustable spanner inches maximum Taparia make equivalent Everest Mekaster 
,Yes,,ITEM NO.14 ,,,,,NO 07054 NO 13 ,,GASKET FOR INLET HATCH AS PER RDSO DRAWING 
DRG NO.DMU/DPC-O-3-009 ,No,,,,,,,DEMU 700 DEMU 700 ,,BOGIE FRAME ARRANGEMENT FOR COACHES TO BOGIE FRAME ARRANGEMENT FOR DEMU 700hp COACHES TO ICF COL-I approved sources considered 
,No,,,,,,,"profiles 21 profiles 23 profiles 24 profiles 26 21,23,24,26 28 mentioned 1 1 21 gauge 01 LH-01no 01 RH-01 21 gauge 01 . 01 RH-01 2 2 23 gauge 01 LH-01no 01 RH-01 23 gauge 01 . 01 RH-01 3 3 24 gauge 01 LH-01no 01 RH-01 24 gauge 01 . 01 RH-01 4 4 .26 gauge 01 LH-01no 01 RH-01 26 gauge 01 . 01 RH-01 5 5 .28 gauge 01 LH-01no 01 RH-01 28 gauge 01 . 01 ",,Supply fixing testing intermediate worn wheel flange thickness checking gauges CNC surface wheel lathe The detailed particulars set flange thickness worn wheel profile 21mm flange thickness worn wheel profile checking gauge LH-01no RH-01 flange thickness worn wheel profile gauge LH-01no RH-01 23mm flange thickness worn wheel profile checking gauge LH-01no . RH-01 flange thickness worn wheel profile gauge LH-01no RH-01 24mm flange thickness worn wheel profile checking gauge LH-01no . RH-01 flange thickness worn wheel profile gauge LH-01no RH-01 flange thickness worn wheel profile checking gauge LH-01no . RH-01 flange thickness worn wheel profile gauge LH-01no RH-01 28mm flange thickness worn wheel profile checking gauge LH-01no . RH-01 
Drg.No WD-89007-,No,,Item No.02 ,,,,,RDSO 71 ,,Roller BOBRN wagon 
,Yes,,,,,,,Drawing 01 Drawing 2016 sheet 18 size 600 X 200 X 200 size 500 x 80 x 12 suit 120 capacity 800 pipes 4 diameter 1000 ,,Manufacturing assembling supply Junction Boxes per enclosed Junction box shall prepared MS gauge X front side door provided hinges The box shall provided three iron strips enable fix hylam sheet size x thk Hylam sheet shall fixed two female adaptors square area cables withstanding amps current make Well spring Ador Fontech Panasonic ESAB Bottom centre box welded MS inches long Entire box shall painted red oxide finishing silver paint 
,No,,,,,,,consisting 20 ,,Maintenance Kit WSF Make EP Brake controller items per attachement 
DRG NO.DMU/DPC-0-4-001 ,No,,,,,ALT-M/8 ,,DEMU 700 ,,BOGIE BOLSTER ARRANGEMENT FOR COACHES TO 
DRG.NO -WLRRM-0-4-003 ,No,,,,,ALT-F/4 ,,,,BOGIE BOLSTER ARRANGEMENT FOR AC COACHES TO 
DRG.NO -WTAC-0-3-402 ,No,,,,,ALT-1 ,,COL- 2 L 3 ,,BOGIE FRAME ARRANGEMENT FOR SELF GENERATION AC COACHES WITH LONGITUDINAL FOR EMBS TO SMALL 
DRG NO DMU/DPC-0-3-009 ,No,,,,,ALT-F ,,DEMU 700 ,,BOGIE FRAME ARRANGEMENT FOR COACHES TO 
,No,,,,,,,size 300 model 47 No 47 ,,Heavy Duty Industrial C Clamps drop forged steel per Product Inder make equivalent Mekastar Tristar Govind 
DRG.NO -DMU/DPC10-0-4-001 ,No,,,,,ALT-D ,,OF 20 WITH 180 ,,BOLSTER ARRANGEMENT FOR ALL TYPES TONNE BOGIE KN AIR SPRING TO 
Drg.no ICF/SK-4-2-097 ,No,,,,,,,,,Lavatory Air coaches Lavatory Air Exhauster Non-AC coaches ICF Col-I Note Offers ICF approved sources considered 
DRG NO ICF/STD-6-3-018 ,No,,,,,,,,,TOILET DOOR RUBBER STOPPER AS PER 
DRG NO DMU/DPC-0-3-009 ,No,,,,,,,DEMU 700 DEMU 700 ,,BOGIE FRAME ARRANGEMENT FOR COACHES TO BOGIE FRAME ARRANGEMENT FOR DEMU 700hp COACHES TO ICF COL-I Note approved sources considered 
,No,,,,,,,reading 60 60 100 100mm 115 115mm 145 Accuracy 1.0 steel 3748 steel 90 IS:3748/90 40 IS:3748/90 45 IS 3651 IS 02 [ 1985 ,,Piston Stroke gauge fitted Vernier scale Material tool HRC Indicating Vernier Analog type per ISI marked 
Drg.No WD-92081-,No,,Item No.02 ,,,,,RDSO 55 ,,bush Door hinge BOBRN wagon 
Drg.No WD-89007-,No,,Item No.12 ,,,,,RDSO 71 ,,Safety bracket pin Roller BOBRN wagon 
,No,,,,,,,MAKE 1 MAKE 2 OF 03 herewith 1 wsf.pt.no 8064 IA8064 2 pt.no 72424 pt.no 4 A72424/4 3 pt.no 83289 pt.no 2 ,,POH KIT FOR WSF INCH SOFT SEATED CHECK VALVE CONSISTING ITEMS AS PER THE DETAILED PART LIST MENTIONED Valve check Spring steel Stop valve wsf pt.no 
Drg.No WD-92081-,No,,Item No.03 ,,,,,RDSO 55 ,,bush Door hinge BOBRN wagon 
Drg.No.MI005328 ,No,,,,,Alt.b ,,,,Chlorine RCF 
Drg.No.CONTR 9404-,No,,Item No.4 ,,,Alt-8 ,,wagon 5 ,,Center pivot ring BLC 
Drg.No.WD-92081-,No,,,,,Alt-10 ,,wagon 57 s-57 12 ,,Nut lock BOBRN 
,No,,,,,,,consisting 20 ,,Maintenance Kit WSF Make EP Brake controller items per attachement 
Drg.No CONTR 9404-,No,,Item No.3 ,,,Alt-8 ,,RDSO 5 ,,Center pivot liner BLC Wagon 
DRG NO ICF/STD-6-3-018 ,No,,,,,,,,,TOILET DOOR RUBBER STOPPER AS PER 
,No,,,,,,,confirming 778 a.size 40 ,,ISI marked valve Make ZOLOTO LEADER AUDCO HB b Body Leaded Tin leaded tin integral female Type 
Drg.No.SC/Chg/Misc/01/2015 ,No,,,,,,Rev.OO S.No.9 ,,,Vinyle stickers pasted acrylic sheet Transparent coaches per 
,No,specn with:1 ,,,,,,EN 388 ,,Cut resistance hand gloves heavy duty nitride coating per Here 
,Yes,,,,,,,,,Zero Friction Mono Rail System As per enclosed specification terms condition drawing 
Drg.no ICF/SK-4-2-097 ,No,,,,,alt-nil ,,,,Lavatory Air coaches 
Drg.No.ICF/SK-6-3-446 ,No,,,,,Alt-c/nil ,,,,Supply stainless steel auxiliary roof water tank AC Coaches roof mounted AC package unit 
Drg.No T-0-5-648 ,No,,,,,,,,,Wearing plate side bearer latest 
,No,,,,,,,percent 2013 u2013 920 steel 3748 steel 1990 Hardness- 50 Hardness- 55 ,,Tare Tie Rod gauge load condition BG wagon size material tool HRC Supply Calibration certificate NABL approved lab 
DRG.NO -DMU/DPC10-0-4-001 ,No,,,,,ALT-D ,,types 20 Bogie 180 ,,BOGIE BOLSTER ARRANGEMENT Tonne KN air spring TO 
DRG NO DMU/DPC5-0-3 -- 501 ,No,,,,,ALT-w/5 ,,DEMU 1400 ,,BOGIE BOLSTER ARRANGEMENT FOR AIR SUSPENSION BOGIE FOR AERO DYNAMIC COACHES TO 
DRG NO.DMU/DPC-0-4-001 ,No,,,,,ALT-M/8 ,,DEMU 700 ,,BOGIE BOLSTER ARRANGEMENT FOR COACHES TO 
DRG .NO WLRRM-0-5-006 ,No,,,,,ALT- E ,,ICF 1 ,,LOWER SPRING BEAM ARRANGEMENT AC COACHES TO 
Drg No 1356259 ,No,,,,,,,consisting 3 Fiat .05 No 05114 AAA 01031 ,,Set stainless Steel items Stainless Steel Security Plate fixation ball joint b Stainless Steel Security Plate Anti Roll Bear arrangement RCF Drg c Stainless Steel Disc Plate To Drg No 
DRG NO.DMU/DPC5-0-3-501 ,No,,,,,ALT-W/5 ,,DEMU 1400 ,,BOGIE FRAME ARRANGEMENT FOR AIR SPRING SUSPENSION BOGIE FOR AERO DYNAMIC COACHES TO 
DRG NO.WTAC-0-3-402 ,No,,,,,ALT-1 ,,l 3 ,,BOGIE FRAME ARRANGEMENT FOR SELF GENERATION AC COACHES WITH LONGITUDINAL FOR BMBS TO SMALL 
DRG NO ICF/MRVC/D-0-3-001 ,No,,,,,ALT-a ,,COACHES 180 COACHES 150 ICF 1 ,,BOGIE FRAME ARRANGEMENT FOR EMU TRAILER KN AIR SPRING TO 
Drg No ICF/MRVC/D-0-3-001 ,No,,,,,alt-1 ,,Coaches 180 Coaches 150 ICF 1 ,,Bogie frame arrangement EMU Trailer KN Air spring 
,No,,,,,,,Truck 4 wheels 2.5 hight 200 length 1220 Width 685 685mm 1 1.Capacity 2500 2500kgs 2.5 tons 2 height 85 85mm 3 height 200 200 4 fork 1220 1220 5 fork 685 685mm 6 Wheels 2 b 2 b 4 bearings 7 Structure 8 ,,Hydraulic pallet Cap Hydraulic lifting 2.5 tons Minimum Maximum height 4 Length 1220 fork 685mm 2 nos Nylon Steering wheels nos Nylon Roller wheels With double ball Steel Structure unit Hand operated Hydraulic pump unit 
Drg.No.M/C W/LTT/14 ,No,,,,,,,,,Flushing pipe suitable push type flusher valve 
,No,,,,,,,OF 12 ,,POH KIT FOR APPLICATION AND HOLDING MAGNET VALVE WSF MAKE EP BRAKE VALVE CONSISTING OF ITEMS AS PER DETAILED PART LIST 
DRG.NO -DMU/DPC-0-4-001 ,No,,,,,ALT-M/8 ,,DEMU 700 ,,BOGIE BOLSTER ARRANGEMENT FOR HP COACHES TO 
DRG.NO -WLRRM-0-4-003 ,No,,,,,ALT-F/4 ,,,,BOGIE BOLSTER ARRANGEMENT FOR AC COACHES TO 
Drg No DMU/DPC/-0-3-009 ,No,,,,,alt ,,DEMU 700 ICF 1 ,,Bogie frame arrangement HP Coaches 
Drg .No WLRRM-0-5-006 ,No,,,,,alt- e ,,ICF 1 ,,Lower Spring Beam Ac Coaches 
DRG NO.DMU/DPC-0-4-001 ,No,,,,,ALT-M/8 ,,DEMU 700 ,,BOGIE BOLSTER ARRANGEMENT FOR COACHES TO 
Drg.No WD-92081-,No,,Item No.06 ,,,,,RDSO 56 ,,Clevis pin washer Door hinge BOBRN Wagon 
Drg.No WD-92081-,No,,Item No.03 ,,,,,RDSO 56 ,,Safety hook assembly pin plate Door hinge BOBRN wagon 
Drg.No WD-91071-,No,,Item No.06 ,,,,,Pin 24 RDSO 66 ,,washer split pin Door hinge BOBRN wagon 
Drg.No WD-92081-,No,,Item No.08 ,,,,,RDSO 57 ,,Bearing far near BOBRN wagon 
Drg.No WD-91071-,No,,Item No.03 ,,,,,RDSO 66 ,,Lug door hinge End ridge bush BOBRN wagon 
Drg.No WD-92081-,No,,Item No.02 ,,,,,RDSO 56 ,,Spring retainer pin BOBRN Wagon 
Drg.No WD-92081-,No,,Item No.02 ,,,,,RDSO 55 ,,bush Door hinge BOBRN wagon 
Drg.No WD-89007-,No,,Item No.12 ,,,,,RDSO 71 ,,Safety bracket pin Roller BOBRN wagon 
Drg.No.96038-,No,,,,,,,Item .01 Item 02 Item 03 Item 05 Item 06 Item 07 RDSO 04 Item .03 ,,Adjustable lever assembly Adjustable lever assembly BOBRN Wagon Item 
