"ITEM_CODE","DESCRIPTION"
"3098","Thermostat valve kit stock code:P2205490592 suitable for Chicago Pneumatic screw Air Compressor model CPD 75. Make: Chicago Pneumatic/Kriloskar/Gardaner Denver. OEM s or authorized dealers to quaote with valid certificate ."
"3098","Polyster heavy duty Road endless sling of capacity 03 tones, length 1.8 meters with anti abrasive cover along with OEMs test certificate ratio, 5:1. Make: Slingset, Samson, Ferre terro or Spanset ."
"3098","Key, Wood Ruf to ELGI part No.070401790 for ELGI make Air Compressor model TRC 2507. Note: OEM/Authorised dealers of ELGI only need to quote."
"3098","Lavatory Air Exhauster for Non-AC coaches to ICF Drg.no. ICF/SK-4-2-097,Col-I, alt-nil. Note:- Offers of ICF approved sources only will be considered."
"3098","Controlled discharge Flush Valve Assembly to ICF Drg.No.ICF/STD-6-3-106, Col-I, Alt-nil. Note:-Offers of ICF Approved sources only will be considered."
"3098","Drain cock Assembly for Auxiliary Reservoir 200 litres and conforming to RDSO spec No.02-ABR-02, Amendment No.03 of April 2010. Appendix-C to RDSO Drg No.SK-98003 Alt.Nil.Note:-Offers of RDSO Approved vendors only will be considered."
"3098","1/2 inch Isolating cock with vent special handles to M/s. Escorts Part No. 3KB 1089 Alt 02 or to M/s. WSF Part No. IB-70372 or similar as per ICF Specification No. ICF/SK-10-2-420 Rev. No. 02."
"3098","Short Body Bib cock as per Jaquar Model No. CON-54 or Hindware. Foam type ."
"3098","Maintenance Trouble shooting Rubber kit suitable for Faively make C3W Inbuilt Relay Valve consisting of 21 items as per enclosed Annexure."
"3098","Contact spring complete for brake isolating valve of brake controller WSF make as per WSF part No. A83929/1."
"3098","Commode Seat Cover bracket for W.C. in Steel G.I. Coated."
"3098","Yoke support plate Drg.No. RITES/TP 9405-S-001, Item No.9, Alt 9 Or latest Ref.Drg.No. WD 80007-S-14 Item-6 Alt.22."
"3098","Vinyle stickers passted on Acrylic sheet Transparent in coaches as per Drg.No.SC/Chg/Misc/01/2015 Rev.00 S.No.5."
"3098","Vinyle stickers pasted on Acrylic sheet Transparent in coaches as per Drg.No.SC/Chg/Misc./01/2015 Rev.00 S.No.10."
"3098","Vinyle stickers pasted on Acrylic sheet Transparent in coaches as per Drg.No.SC/Chg/Misc./01/2015 Rev.00 S.No.11."
"3098","Liquid soap container covers made in 3 mm Acrylic sheet as per central railway Drg No. M C and W. LTT Soap container casing dt 15.10.2007."
"3098","Liner set for sider bearer of BLC wagon to Drg No.CONTR-9404-S-15, Item Nos 4,5, 6 and 7, Alt.12 or latest."
"3098","ISI MARKED STEEL MEASURING TAPE OF 3 METER LENGTH CLASS-1 AS PER IS : 1269 PART-2 1997. TYPE OF CASING : STAINLESS STEEL.Make : Freeman or BOSCH or Panther."
"3098","Digital Lux Meter to Model : KM-Lux-99 Of make : KUSAM-MECO or similar. specification attached."
"3098","Contact spring complete for brake isolating valve of brake controller WSF make as per WSF part No. A83929/1."
"3098","Pinion Shaft with ring Gear for Transmission to suit godrej part NO 02057958 For the use of Godrej Fork lift Model GX 300D."
"3098","Vinyle stickers pasted on Acrylic sheet Transparent in coaches as per Drg.No.SC/Chg/Misc./01/2015 Rev.00 S.No.11."
"3098","Rubber Gasket remover to remover the defective gasket of Regulator, Pre-cooling transformer and alternator. Technical specifications:-Appearance: Viscous opaque liquid, Specific Gravity @ 20@C: 1.24, Boiling Range solvents : 40 degree C-210 degreeC, Freezing point: 20 degree C, Flash Point: Non-flammable Mixture, pH: Neutral, Viscosity: 80mPa.s, Kauri-Butanol value: /- 130, Specific Gravity: 0.93, Solubility: Soluble in water, flash Point: and gt 70 degree C. Make: CRC/CYCLO/STANVAC/EPIGEN. Only authorized dealers to quote . OEMs or authorized dealer should mention details of make/model of the item and shall enclose the relevant technical leaflet."
"3098","Geared Coupling Full geared Size : 250mm OD suitable for Traverser 70 Ton Cap Model:B-066 of M/s. Unique Indusrial Handlers make. Make: UNIQUE/COUPCO/FENNER/SRUSHTHI."
"3098","POH KIT FOR APPLICATION AND HOLDING MAGNET VALVE OF WSF MAKE EP BRAKE VALVE CONSISTING OF 12 ITEMS AS PER DETAILED PART LIST MENTIONED OVERLEAF."
"3098","Stainless steel angle moulding 1x47x2000mm Total 22 holes of dia 5mm to be provided at equally spaced distance of 195mm to ICF Drg.No. ICF/STD-4-3-017, Item-3, Alt-a."
"3098","Non metalic asbestos sheet to champion style 54 or equivalent in Spitman Brand, size: 5 x 5 x 2mm thickness Max. temperature 550 Degrees C Max pressure: 40Kg/sqcm. Specification compliance to IS2712-1998 Make: Champion/Spitman/Interface brand. The supplied asbestos sheet should be soft and foldable it should not be brittle/hard . Note:-Make/brands to be specified alongwith offers, otherwise athe offers will be passed over."
"3098","Supply of conductor s Berth to Drg.No. WGSCWAC-6-1-029 of ICF. Note:-To be procured from RDSO Approved sources only as per vendor directory AM-M.7.1.1. of page 57 to 221, item No. 65."
"3098","Sealed Window unit for 1220x560mm Emergency window to ICF Drg.no.ICF/SK-5-4-279,Col-I, alt-e."
"3098","Pillar cock size: 15mm Foam flow type . Body brass with chrome plated as per Gold Line Model No: EZZE/EZ-11 or Hindware Model No: F280001 or Jaquar Model No: FL-11. Make: GOLDLINE/JAQUAR/HINDWARE."
"3098","Friction shoe wear gauge for CASNUB 22 W percent u2013 W M percent u2013 NL, NLB and HS bogies Fig No.44, RDSO G-95 manual ."
"3098","Mosquito/Fly catcher. Specifications: 1.Power consumption: 40W approx . 2 UV Lamps: Two tubes of 2feet each. 3 Dimensions: 650mm x 660mm approx . Equivalent to Model No.SMM001 of SAMSON. Make: SAMSON, WANTRN, FLYNIL, PADMINI."
"3098","Supply of stainless steel auxiliary roof water tank for AC Coaches with roof mounted AC package unit to ICF Drg.No.ICF/SK-6-3-446 Col.I, Alt-c/nil."
"3098","Supply,installation and commissioning of air compressor of 53 CFM capacity as per : IS : 5456 along with air receiver of 1000 liters capacity. Technical specification attached."
"3098","Mini cabinet electrode drying oven equivalent to Model No.HIEC:500:III of make: Haridas. Technical specifications enclosed."
"3098","Pedestal crown roof gauge Fig.No.27, W,WM for CASNUB 22 w -22 WM . Ref.Fig.No.27, RDSO G-95 manual ."
"3098","Curtain ring made of plastic of size 1inch inner diameter, Colour: Brown."
"3098","Control rod with head complete for SAB type IRSA 600J conforming to RDSO Specn.No.07. ABR-1992 Amendment No. 04 of july 2000, to RDSO Drg. No. WD-90002-S-02, RC Alt01,item 2,3,5 and 6 item 2- control rod, item 03-control rod head, 5-nut, 06-multi tooth lock washer B- 28. "
"3098","Gauge for checking combined wear of bolster, side frame liner and wedge.ref.fig .No.4.10, of RITES manual for BLC wagon."
"3098","1/2 inch Release valve type-H to M/s. Escorts part No. 4a16014/2 or WSF Drg. No. pc-491 or to M/s. FTRTIL Drg.No. A30760633 or to M/s. SIL Drg.no. 2969012010 or to M/s. KBI Drg.No. C152979 conforming to ICF Spec.No. ICF/Sk-10-2-420, Rev.No. 2."
"3098","Supply of conductor s Berth to Drg.No. WGSCWAC-6-1-029 of ICF. Note:-To be procured from RDSO Approved sources only as per vendor directory AM-M.7.1.1. of page 57 to 221, item No. 65."
"3098","1/2 inch Isolating cock with vent special handles to M/s. Escorts Part No. 3KB 1089 Alt 02 or to M/s. WSF Part No. IB-70372 or similar as per ICF Specification No. ICF/SK-10-2-420 Rev. No. 02."
"3098","Eye bolt with nut to RDSO Drg.No.WD-92081-S-57, Alt-10, Item-2 and Bush to Drg.No.WD-92081-S-58, Item-2, Alt-3."
"3098","Supply and installation of 12v,50A SMPS battery charger suitable for charging the batteries of fork lift truck, lister trucks etc. Specification attached."
"3098","Torque wrench of 14-56 KGF/M with Ratchet, similar to Model: TW 400R of make MACMASTER. Make: TORQUE MASTER, MAC MASTER."
"3098","PERMANENT MAGNETIC YOKE WITH LIFTING CAPACITY 18.5 KGS ALONG WITH TEST CALIBRATION CERTIFICATE FROM GOVT.APPROVED SOURCES VALID FOR ONE YEAR. SPECIFICATION : Minimum lifting capacity at maximum pole spacing : 18.5 kgs. Max.pole distance : 150mm plus or minus 1o mm. Min. pole distance: 75 mm plus or minus 10 mm."
"3098","GI Hex head bolt of size: M6 X 60 with suitable Nut - 01No. and Washer-01No. Each Kg. consists of approx. 50Nos. "
"3098","Feeler gauges as a set percent u2013 consists of each size one number . Size percent u2013 0.50mm percent u2013 1.0mm - 2.0mm percent u2013 3.0mm percent u2013 4.0mm percent u2013 5.0mm - 6.0mm percent u2013 7.0mm percent u2013 8.0mm percent u2013 9.0mm percent u2013 10.0mm and 12mm. Each size percent u2013 200mm long."
"3098","2000 litres Air receiver for maximum 10Kg/Sq.cm working pressure, along with test certificate and all accessories as per IS: 2062 specifications. List of accessories and specifications enclosed."
"3098","PERMANENT MAGNETIC YOKE WITH LIFTING CAPACITY 18.5 KGS ALONG WITH TEST CALIBRATION CERTIFICATE FROM GOVT.APPROVED SOURCES VALID FOR ONE YEAR. SPECIFICATION : Minimum lifting capacity at maximum pole spacing : 18.5 kgs. Max.pole distance : 150mm plus or minus 1o mm. Min. pole distance: 75 mm plus or minus 10 mm."
"3098","Coach attention verification system RFTID BASED comprising 3 items . Specification attached."
"3098","Waste paper basket plastic upper dia 27cms bottom dia 19 cms over all height 30 cms upper frame flat with 1 cm width minimum 2 mm thickness sheet mesh upto 3/4 portion."
"3098","Pedestal crown roof gauge fig. No.4.21, RITES manual for BLC wagons."
"3098","Toshiba Tonner model e Studio 225/226 Toner for xerox machine - Toshiba make model e studio 225/226."
"3098","Maintenance kit for HATZ Diesel Power Pack to Ref.No.17098000."
"3098","Supply, installation and commissioning of Breath Analyzers and Bio-metric devices to retro fitment to existing CRIS CMS Kiosk system for the use of crew lobbies at SNF, BIDAR, PRLI and CT. It consists of 1 . Breath analyzer, Model KATS or equivalent make/model. 2 . Biometric module, Make: Secugen, Netgen, Bio Enable make or other reputed OEM make/Model. The above item s shall be suitable for retro fitment to existing CRIS CMS Kiosk systems Necessary specification of each item is enclosed."
"3098","Center pivot gauge fig.No.4.16, of RITES manual for BLC wagons."
"3098","Profile checking gauge female for BG wagons, size- flange thickness 25 mm, Ref.Drg.no. RDSO- WD- 89060-S/2, Alt.05.Material tool steel to IS 3748/90,hardness - 50/55 HRC."
"3098","Center pivot liner for BLC Wagon RDSO Drg.No. CONTR 9404-S/5,Alt-8 Item No.3."
"3098","Center pivot ring for BLC wagon Drg.No.CONTR 9404-S/5, Alt-8, Item No.4."
"3098","Column gib gauge fig.No.4.13, of RITES manual for BLC wagon."
"3098","Contour wron limit gauge No.02, Ref,RDSO- G 80 Manual."
"3098","Profile checking gauge female for BG wagons, size - flange thickness 22 mm, ref.Drg.No. RDSO-WD-89060-S/2, alt.05. Material tool steel to IS 3748/90, hardness - 50/55 HRC."
"3098","Contour worn limit gauge No.1,Ref. RDSO- G 80 manual."
"3098","Profile checking gauge female for BG wagons, size - flange thickness 20 mm, Ref. Drg.No. RDSO - WD- 89060-S/2, alt.05. material tool steel to IS 3748/90,Hardness - 50/55 HRC."
"3098","Controlled discharge Flush Valve Assembly to ICF Drg.No.ICF/STD-6-3-106, Col-I, Alt-nil. Note:-Offers of ICF Approved sources only will be considered."
"3098","Mini cabinet electrode drying oven equipment to model no. HIEC:500:III of make: Haridas. specification enclosed."
"3098","Poly Grass mat soft type red colour of size : 0.61 meter x 15 meters per roll of make : Duro soft /Ultimate/Prestige. Specification : 1 PVC Synthaeic material 2 loop Dia 0.6 mm. 3 Thickness base 2 mm 4 Total Thickness 12 mm Approx plus or minus 2 mm ."
"3098","Profile checking gauge female for BG wagons, size - flange thickness 29.40 mm, Ref. Drg.No. RDSO - WD- 88021 alt.03. material tool steel to IS 3748/90,Hardness - 50/55 HRC."
"3098","Leaf spring for Schaku Coupling to Escort Part No. SK-312 or its equivalent. Note:-Offers of RDSO Approved sources only will be considered."
"3098","ISI marked dry and wet bulb type psychrometer as per IS : 5725/1970: Grade A ."
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches.Foam : 01 inch Thickness Make: KURLON or Sleep well or DUROFLEX. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected."
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches.Foam : 01 inch Thickness Make: KURLON or Sleep well or DUROFLEX. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches.Foam : 01 inch Thickness Make: KURLON or Sleep well or DUROFLEX. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches.Foam : 01 inch Thickness Make: KURLON or Sleep well or DUROFLEX. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches.Foam : 01 inch Thickness Make: KURLON or Sleep well or DUROFLEX. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Mattresses coir with foam cushion .Size : 75 x 36 x 4 coir : 03 inches.Foam : 01 inch Thickness Make: KURLON or Sleep well or DUROFLEX. NOTE: Firm should quote for only above mentioned make only. Offer received for other brands will be summarily rejected"
"3098","Assembly of Nose suspension device for 1400HHP DEMU coach Motor Suspension unit to CGL part No: 760242272 or BHEL part No. 428150001."
"3098","FRP Inner frame for double sealed window arrangement for 2 feet-00 door window to ICF Drg. No. ICF/SK-5-3 015. Alt.d."
"3098","P-Trap Interface Dia.150mm to RDSO Drg.No.CG-11085, Alt.3."
"3098","WIDE JAW ADAPTER FOR LCCF20 C - 96 CASNUB BOGIE DRG.NO.CONTR 9404-S/2,ITEM NO.6,ALT.7 OR LATEST."
"3098","Center pivot liner gauge fig .No. 4.14 of RITES manual for BLC wagons."
"3098","1 GHz or above Linux based thin client with browser. Specification attached."
"3098","BOLSTER SPRING OUTER FOR LCCE 20 C-96 CANSUB BOGIE DRG.NO. CONTR-9404-S/2,ITEM NO.12, ALT.7 OR LATEST REFER DRG.NO. CONTR- 9404-S/7, ITEM NO.1, ALT.5 OR LATEST."
"3098","LED search light equivalent to Model : TROY EVO of Britelite or similar specification enclosed."
"3098","Tube Centre Stiffner Complete to ICF Drg.No. ICF/STD-1-2-003, Item-5, Alt:f/3."
"3098","Coach attention verification system RFID BASED comprising 3 items . Specification attached."
"3098","Pedestal jaw gauge fig. No..4.23 of RITES manual for BLC wagons."
"3098","Supply, installation and commissioning of 203mm Double acting Bogie Mounted Brake Cylinder without Hand brake Provision confirming to RDSO Spec.No. RDSO/2014/CG-11, for field trial on GS Coaches. Note: Inspection of the item by RDSO only. Note:-Offers of RDSO Approved sources only will be considered."
"3098","Toner for Photocopier machine. Make : KYOCERA. Model : TASK alfa 2201. Part code : TK 4109."
"3098","Short Body Bib cock as per Jaquar Model No. CON-54 or Hindware. Foam type ."
"3098","Protective cover for Drain Cock Assembly to RDSO Drg.No. Sketch 96081 Item-14, Alt-5 and Sketch 96082 Item-11, Alt-3 c onfoirming to MAT. Spec. IRS-M41-97."
"3098","Middle berth pin to Drg.No. C and W/SK No. 0435."
"3098","PVC 12mm casing and caping as per IS 14927 part 2. Makes:-SGI, JUVAS, MODI, Sudhakar, AGK. Note:- OEMS or authorized dealer only should quote along with authorization certificate. Firms should mention details of make/model of the item and shall enclose the relevant technical leaflet."
"3098","One way Blowing tubes compatible to Tayal tech Breath Alcohol Analyzer. Make : Tayaltech or similar."
"3098","M20 X 75mm Bolt and Nut with Check Nut Washer and Split Pin for Item No.11 of Drg.No.RITES/TP 9405-IS-001, Item No.12, Alt. percent u20180 percent u2019 or latest."
"3098","ISI marked adjustable spanner as per IS:6149-1984, Grade-II, Type-A, Nominal size: 205mm, maximum opening: 26mm of Taparia make or equivalent in Everest or Mekaster."
"3098","Stainless steel Vernier Caliper of measuring range 0-300mm with LC : 0.02mm and with fine adjustment as per IS: 3651 Part-2 -1985 Reaffirmed 2005 , Type- percent u2018A percent u2019."
"3098","Water quality TDS meter equivalent to model No. TDS-3 of HM Digital TDS range : 0-9990 PPM."
"3098","17 Touch sreen--3 M make or PALAS or equivalent compatible to existing CRIS CMS SOFTWARE/HARDWARE as per CRIS Specification enclosed."
"3098","Set of circuit Boards 3 items for KBI make Disc Brake system fitted in LHB Coaches as per detailed description as per annexure attached."
"3098","Set of items consisting brake indicators. Dump valve items and MV Board 5 items for Faiveley make Disc Brake System fitted in LHB Coaches as per detailed description overleaf."
"3098","Hydraulic hand pallet truck capacity 2500kg, fitted with nylon wheels width 27 x lenght 46 685mm x 1100mm . Model HIS, Genie, Hydro, Aritco."
